,row,col,frozen_col,readable,seeded_doc
244,uganda-Kenya,karamoja | kampala,False,"218. Another swarm came from Turkana county, Loima district in Kenya to Nakabaat in Rupa sub-county.",False
245,uganda-Kenya,karamoja | kampala,False,"222. In April 2017, for instance, in Kenya s Laikipia County, about 10,000 pastoralists armed with automatic rifles raided farms, wildlife reserves and conservancies, driving away 135,000 head of cattle.",False
246,uganda-Kenya,karamoja | kampala,False,"223. But Ibrahim Njenga, a Kenyan fence technician who is overseeing the work and has fixed the fences in Botswana, Gabon, and Kenya, says it works.",False
247,uganda-Kenya,karamoja | kampala,False,"226. However, an official at the hospital revealed that on average, the hospital uses 200 of the 6.8 cubic meter cylinders supplied by British Oxygen Company (BOC) Kenya or about five cylinders per ward per day.",False
248,uganda-Kenya,karamoja | kampala,False,"228. Nevertheless, two large shipments of Chinese weapons to Juba, via Mombasa in Kenya, while legal due to the lack of any arms embargo, ensured the SPLA was well-supplied for the ongoing civil war: the shipments included more than 27 million rounds of small-calibre ammunition, as well as rockets, grenades, missiles, pistols assault rifles and machine guns.",False
249,uganda-Kenya,karamoja | kampala,False,232. Contestants from Kenya and Catriona Gray of the Philippines also were in the final five.,False
250,uganda-Kenya,karamoja | kampala,False,"238. Kenya s men side and Egypt s women have no such concerns, following their triumph in the six day tournament at the MTN arena.",False
251,uganda-Kenya,karamoja | kampala,False,"239. Raphael Omondi, the education and outreach liaison officer, WAP, said in Kenya, they steal donkeys daily for their skin.",False
252,uganda-Kenya,karamoja | kampala,False,"241. It turned out that my community in northern Kenya had been right all along: pastoralists livestock-husbandry practices are well adapted to dryland conditions, and pastoralism is a viable land-use option that can make sustainable use of dispersed resources.",False
253,uganda-Kenya,karamoja | kampala,False,"243. Nairobi, Kenya | AFP | Despite long-standing restrictions, new weapons have continued to reach South Sudan s battlefields, often via neighbouring countries, a detailed report by an arms monitoring group said Thursday.",False
254,uganda-Kenya,karamoja | kampala,False,"246. Franked by Kenya s deputy President William Ruto, Dr Yonas Tegega Woldemariam, the World Health Organisation (WHO) country representative, and an adviser at Food and Drug Administration (FDA), Health Minister Dr. Jane Ruth Aceng, and Dr Monica Musenero, the Minister of Science, Technology and Innovation, the president warned government officials against sabotaging Mr. Magoola.",False
255,uganda-Kenya,karamoja | kampala,False,"250. In Kenya, Jomo Kenyatta, the founding father of Kenya, groomed his son Uhuru Kenyatta before he passed away in 1978.",False
256,uganda-Kenya,karamoja | kampala,False,"252. In Kenya, Atul Shah, the Nakumatt managing director, said the branch culling strategy will start with sub-optimally performing branches whose lease contracts are due for renewal to be followed by branches in poor locations.",False
257,uganda-Kenya,karamoja | kampala,False,"259. In Nairobi, at the time, Blinken met with Kenyan President Uhuru Kenyatta and Cabinet Secretary for Foreign Affairs Ambassador Raychelle Omamo, to affirm their strategic partnership with Kenya .",False
258,uganda-Kenya,karamoja | kampala,False,"260. The President, who was accompanied by Cabinet Secretaries Eugene Wamalwa (Devolution), Simon Chelugui (Water) and John Munyes (Mining), said Kenya will develop amenities including schools, dams and health centres on its side of the common border that will be accessible to all communities in the cluster.",False
259,uganda-Kenya,karamoja | kampala,False,"261. Three years ago, in 2019 Kenya became the first country in the East African region to grow a genetically modified crop when it approved commercial farming of Bt cotton; a variety of cotton that is resistant against the devastating African Bollworm.",False
260,uganda-Kenya,karamoja | kampala,False,"263. The 1960s ushered in the development of educational authorship, with the coming up of publishing firms mostly from Britain and based in Nairobi, Kenya.",False
261,uganda-Kenya,karamoja | kampala,False,"270. Stressing Kenya s vulnerability and water insecurity caused by erratic rainfall patterns and the influence of climate change, Kenyan officials at the forum said more research and investment is now needed to identify and understand groundwater aquifers to improve capacity for their monitoring and assessment.",False
262,uganda-Kenya,karamoja | kampala,False,"272. The search for both a cure and a vaccine for the coronavirus has intensified around the globe, including in Kenya, as medical researchers race to find the elusive remedy.",False
263,uganda-Kenya,karamoja | kampala,False,"273. He explained that the Karamojong cannot sleep at night and that they are also failing to herd their cattle because of cattle rustling by warriors from neighboring Kenya, including the Pokot, Toposa, raiders from Somalia and South Sudan.",False
264,uganda-Kenya,karamoja | kampala,False,"275. They include Ivory Coast, Kenya, Cameroon, DR Congo, Cape Verde, Djibouti, Egypt, Ghana, Lesotho, Morocco, Mauritania, Sudan, Senegal, South Sudan, S o Tom and Principe, Swaziland and Zambia.",False
265,uganda-Kenya,karamoja | kampala,False,277. Armed with a hand-drawn map of the routes I was to take to get to my hotel courtesy of my sister who got married in Kenya I headed for the city but got lost anyway (for the second time during my visit) because the matatu dropped me at a spot that was not on my map.,False
266,uganda-Kenya,karamoja | kampala,False,"278. Nairobi, Kenya | AFP | The African Union has asked Burundi to reduce its contribution to an African peacekeeping force in Somalia by a thousand men under a progressive pullout from the country by the AU.",False
267,uganda-Kenya,karamoja | kampala,False,"280. Compared to more industrialised nations, Kenya is unable to produce large quantities of industrial timber due to a lack of supply and the age of its sawmills.",False
268,uganda-Kenya,karamoja | kampala,False,"282. For example, 1Magic s The River was adapted for Kenya (as Kina) and Angola (O Rio).",False
269,uganda-Kenya,karamoja | kampala,False,"283. These snags have traversed generations and showed up in different forms across East Africa to haunt the rail line: the Rift Valley Railways saga, Kenya s signing of contracts with China to build the Madaraka ExpressStandard Gauge Railway [SGR] under questionable conditions, and cries of incompetence that stained management on the Ugandan arm of the rail line.",False
270,uganda-Kenya,karamoja | kampala,False,284. Daniel arap Moi was appointed Vice-President of Kenya by President Jomo Kenyatta in 1966 and he served for 12 years until 1978 when Jomo Kenyatta passed away because of old age.,False
271,uganda-Kenya,karamoja | kampala,False,"288. | TOM COLLINS | On both sides of the congested Ngong Road in Kenya s capital city of Nairobi, informal carpenters known as fundis spend each day making beds, tables and chairs for the ever-expanding housing market.",False
272,uganda-Kenya,karamoja | kampala,False,"289. Francis Adome, the Member of Parliament for Moroto Municipality said that the factory is in a strategic location and will attract markets from neighboring countries such as Kenya and South Sudan.",False
273,uganda-Kenya,karamoja | kampala,False,"291. Last week, the African Union summit in Addis Ababa resolved to ask the UN Security Council to defer the case against President Uhuru Kenyatta of Kenya at the ICC.",False
274,uganda-Kenya,karamoja | kampala,False,294. Hane says most of salt bulk buyers were coming from Democratic Republic of Congo-DRC and Kenya.,False
275,uganda-Kenya,karamoja | kampala,False,"295. These include the presence of moths, weevils and the poisonous aflatoxin, some of the reasons usually used by export markets like Kenya to restrict Ugandan exports.",False
276,uganda-Kenya,karamoja | kampala,False,"296. Then, out of the frastration, some ingenuity of informally trading in the raw materials across the River Lwakhakha (the name itself means border in Lumasaaba) that marks that part of the Kenya-Uganda to the markets in Chepkube, Cheptais, Chepiungu and Kapchanga developed.",False
277,uganda-Kenya,karamoja | kampala,False,"297.  Kenya is prepared to fully implement the provisions of the Common Market Protocol from July 1st 2010, Kenyatta said, I also call upon our brothers in the community to do the same.",False
278,uganda-Kenya,karamoja | kampala,False,298. Three of the victims are said to have escaped into hiding in neighbouring Kenya while the fourth girl was rescued bleeding profusely and in unbearable pain.,False
279,uganda-Kenya,karamoja | kampala,False,"299. While observers say that Museveni s U-turn has a lot to do with his personal fears about the court (some opposition politicians have attempted to take him to the court), his criticism has crystallised around the ICC s insistence on trying Kenya s President Uhuru Kenyatta and his deputy, William Ruto.",False
280,uganda-Kenya,Unassigned,False,204. In 2021 Kenya also became the first country globally to approve national performance trials of genetically modified (GM) cassava.,False
281,uganda-Kenya,Unassigned,False,209. He says Otunnu s camp went up to his school in Kenya to dig for information.,False
282,uganda-Kenya,Unassigned,False,220. The minister further hailed Kenya for taking the lead with SGR.,False
283,uganda-Kenya,Unassigned,False,240. Kenya s cost is about $7.7m per kilometer on the Mombasa-Nairobi leg.,False
284,uganda-Kenya,Unassigned,False,"247. The World Cross Country Championship 2023 will also attract other athletes from Australia, Ethiopia, Kenya, Burundi, Canada, Brazil, Egypt, Eritrea, Spain, New Zealand and China among others.",False
285,uganda-Kenya,Unassigned,False,"249. He splits his time between Berkeley, California and Nairobi, Kenya.",False
286,uganda-Kenya,Unassigned,False,"253. He said that in Turkana County in northern Kenya, sorghum crops with around 15 to 20 percent damage to the yield linked to the pests had been reported.",False
287,uganda-Kenya,Unassigned,False,"254. To date, Kenya reportedly has memoranda of understanding with Russia, China, South Korea, and Slovakia which involve the building of four nuclear power plants with a total output of 4,000 MW.",False
288,uganda-Kenya,Unassigned,False,256. But their estimates point to 80% of lightweight polythene shopping bags used in the country being imported from Kenya.,False
289,uganda-Kenya,Unassigned,False,"257. In the wake of yet another tragic terrorist attack in neighbouring Kenya, Ugandans need to take serious stock of our own security precautions.",False
290,uganda-Kenya,Unassigned,False,"258. With the loss of visitors came a sharp fall in aeroplane flights, which disrupted exports of Kenya s high-value fruits and vegetables.",False
291,uganda-Kenya,Unassigned,False,262. In western Kenya we are receiving moderate rains apart from the lower part of the lake region which is a bit drier which are areas around Lake Victoria.,False
292,uganda-Kenya,Unassigned,False,"267. StarTimes has also pushed local programming, with a commitment to collaborate with local content owners and producers across the continent, focusing mostly on the Kenya and Nigeria markets.",False
293,uganda-Kenya,Unassigned,False,"268. The Al Shabab was running riot in northern Kenya, posing a security risk to whatever infrastructure that was planned.",False
294,uganda-Kenya,Unassigned,False,269. Kenya banned GM crops in 2012.,False
295,uganda-Kenya,Unassigned,False,271. So the spotlight will be on Kenya while labour rights violations in the U.S. are likely to be swept under the carpet.,False
296,uganda-Kenya,Unassigned,False,"274. It noted that Kenya s maximum power demand would grow 72% to 2,259MW by 2020 from the current 1,620MW, when projects such as the standard gauge railway start operating fully .",False
297,uganda-Kenya,Unassigned,False,279. But Kenya and Tanzania already have their own refineries and cheap sources of oil while Sudan is planning its own refinery.,False
298,uganda-Kenya,Unassigned,False,"281. Kenya who dominated the competition won the overall team event with three gold medals, four silver medals and two bronze medals to bag 79 points.",False
299,uganda-Kenya,Unassigned,False,"285. On top of this, Kenya s problem is not that it needs more energy.",False
300,uganda-Kenya,Unassigned,False,"290. The hospital in the past was using a rental oxygen tank from British Oxygen Company, Kenya (BOC) and cylinders for back up.",False
301,uganda-Kenya,Unassigned,False,300.  I m inspired by how Kenya fought the Lamu coal project.,False
302,uganda-Rwanda,uganda | people,False,"303. Yet even with these caveats, it is clear post- genocide Rwanda is building a more equitable society.",False
303,uganda-Rwanda,uganda | people,False,313. In contrast the annual GDP per capita of Rwanda is currently about US$822.,False
304,uganda-Rwanda,uganda | people,False,"317. I went to the IMF website and downloaded GDP growth figures of 191 countries and sought to see how Rwanda ranks over the last 25 years (since 1988), over the last 19 years (since 1994) and over the last 13 years (since Paul Kagame became president in 2000).",False
305,uganda-Rwanda,uganda | people,False,"320.  He trusted people, which is a very strange thing to say because you think if you were the head spy really for a long time in Rwanda, you would be very careful, very cautious, but when he decided he liked somebody he just trusted them, Wrong said.",False
306,uganda-Rwanda,uganda | people,False,"326. Rwanda recorded a 34% rise in revenues, reaching $105 million in 2022, driven by favorable coffee prices.",False
307,uganda-Rwanda,uganda | people,False,333. For Rwanda it was the biggest lesson so far because it was run using highly efficient and effective electoral machinery.,False
308,uganda-Rwanda,uganda | people,False,"337. According to most observers, the Hutu are the majority in Rwanda, some even suggesting as high as 85 per cent of the population.",False
309,uganda-Rwanda,uganda | people,False,"343. As president of Rwanda, he had a responsibility to punish corruption regardless of its effects on his and his party s electoral fortunes.",False
310,uganda-Rwanda,uganda | people,False,344. The sudden halt to the free movement of goods and people violates the EAC Common Market protocol of free movement of goods and people and Rwanda has been firm in denying it closed the border.,False
311,uganda-Rwanda,uganda | people,False,346. Rwanda registered 5 new cases while no new data is coming out of Tanzania for nearly a week now.,False
312,uganda-Rwanda,uganda | people,False,348. Rwanda exported more than 19.7 million kilograms of coffee worth US$60.4milion in the previous year.,False
313,uganda-Rwanda,uganda | people,False,"350. The central bank had, however, indicated that the Rwanda impact would not hurt much on the economy.",False
314,uganda-Rwanda,uganda | people,False,351. It is the sixth year in a row that Rwanda is maintaining a high ranking in the World Bank index which rates countries on how easily a business can be set up and how it is protected after it has been set up.,False
315,uganda-Rwanda,uganda | people,False,"357.  said Gerald Mukubu, head of Rwanda s Private Sector Federation, at the time.",False
316,uganda-Rwanda,uganda | people,False,"359. This time, to demonstrate confidence in improved relations with Rwanda, he decided to take the bold step and fly into Kigali.",False
317,uganda-Rwanda,uganda | people,False,363. You have seen what has happened in neighbouring Rwanda when the government woke up and said no; transferring money from your bank to the mobile wallet should be free and the other way.,False
318,uganda-Rwanda,uganda | people,False,"368. In Rwanda, for example, a Community-Based Health Insurance Scheme covers more than 80% of the population, in a country where 90% of people work in the informal sector.",False
319,uganda-Rwanda,uganda | people,False,"369. Over the last 25 years, Rwanda s GDP growth rate has averaged 4.5% thus making it the 75th fastest growing economy in the world.",False
320,uganda-Rwanda,uganda | people,False,374. One can easily think it is well researched that is if they are ignorant of the realities of post genocide Rwanda.,False
321,uganda-Rwanda,uganda | people,False,"377.  We hope that the finalists will get more expertise in what they are working on during their stay in Rwanda, Musene said.",False
322,uganda-Rwanda,uganda | people,False,379. Kagame has helped put in place public and private institutions in Rwanda.,False
323,uganda-Rwanda,uganda | people,False,"383. In the past, Rwanda used to call me monthly to check some of their projects.",False
324,uganda-Rwanda,uganda | people,False,385. A parent who preferred anonymity says her son travelled to Rwanda for studies.,False
325,uganda-Rwanda,uganda | people,False,"388. International visitors for tourism and trade shows are a major source of revenue of Rwanda and Kigali in particular, which markets itself as an attractive location for global conferences.",False
326,uganda-Rwanda,uganda | people,False,"391. It was set for November 18, again moved from November 13 as the Angola Foreign Affairs Minister was said to be committed, then eventually called off by Rwanda.",False
327,uganda-Rwanda,uganda | people,False,"394. His project was driven by seeing how Rwanda s economy is based on agriculture and livestock, and yet most of the produce goes to waste because of lack of processing avenues.",False
328,uganda-Rwanda,uganda | people,False,397. Last year Rwanda witnessed an increase in prices of agro products due to drought in some parts of the country.,False
329,uganda-Rwanda,uganda | people,False,"398. In 2014, an oil survey exercise in Rwanda discovered that the Lake Kivu basin was favorable for oil and gas exploration.",False
330,uganda-Rwanda,uganda | people,False,399. Yet they should have learnt in Rwanda that those registers are permanently available for anybody s reflection at any one time.,False
331,uganda-Rwanda,we | rwanda,False,"304. This is incredible, even in countries that are much richer than Rwanda.",False
332,uganda-Rwanda,we | rwanda,False,309. Somalia and Rwanda abstained.,False
333,uganda-Rwanda,we | rwanda,False,310. Ethiopia and Rwanda can and are already doing this.,False
334,uganda-Rwanda,we | rwanda,False,"312. We should treat Rwanda, Ethiopia and Botswana as exceptions.",False
335,uganda-Rwanda,we | rwanda,False,316. Rwanda seems to be a country of extremes.,False
336,uganda-Rwanda,we | rwanda,False,"328. And with the exception of Ethiopia and Rwanda, all the fastest growing Africa economies over the last decade are very corrupt.",False
337,uganda-Rwanda,we | rwanda,False,"334.  We do not have Rwanda s support, the M23 s Kanyuka insists.",False
338,uganda-Rwanda,we | rwanda,False,"336. The same fate has befallen Ethiopia, Africa s fastest growing economy but not Rwanda, Africa s second fastest growing economy.",False
339,uganda-Rwanda,we | rwanda,False,"341. Burundi and Rwanda are planning to complete, in four years, a 500 km road linking them with Tanzania.",False
340,uganda-Rwanda,we | rwanda,False,"345. Countries making baby steps in this zone include Rwanda, Gabon, Eswatini (Lesotho), and Algeria.",False
341,uganda-Rwanda,we | rwanda,False,"347. China, Mozambique, and Vietnam are level with Rwanda at 14%.",False
342,uganda-Rwanda,we | rwanda,False,360. Then there are countries like Rwanda.,False
343,uganda-Rwanda,we | rwanda,False,"365. It happened in South Sudan, Rwanda and perhaps Somalia.",False
344,uganda-Rwanda,we | rwanda,False,"366. South Africa, too, has seen a spectacular drop in fertility, as have Malawi and Rwanda.",False
345,uganda-Rwanda,we | rwanda,False,"367. South Sudan stands at 145 while Rwanda and Burundi, which have been at loggerheads in recent years follow each other at 159 and 160.",False
346,uganda-Rwanda,we | rwanda,False,376. Rwanda is reportedly at US$673 and Ethiopia at US$174.,False
347,uganda-Rwanda,we | rwanda,False,"387. In Rwanda, the agency provided support to RwandAir.",False
348,uganda-Rwanda,we | rwanda,False,"389. The refugees originate mainly from the Democratic Republic of Congo, Rwanda, South Sudan, Somalia, and Burundi.",False
349,uganda-Rwanda,rwanda,False,355. Rwanda 15.,False
350,uganda-Rwanda,karamoja | kampala,False,305. He was also one of the RDF officers who attended the meeting that grilled Nyamwasa and sparked off his escape from Rwanda.,False
351,uganda-Rwanda,karamoja | kampala,False,"306. Therefore, over the last twenty years, Rwanda has succeeded in spite of numerous obstacles that would under normal circumstances have relegated it to slow, stagnant, or declining economic growth.",False
352,uganda-Rwanda,karamoja | kampala,False,"307. In its Applications instituting proceedings against Burundi and Rwanda, the DRC referred, as bases for the Court s jurisdiction, to Article 36, paragraph 1, of the Statute, the New York Convention of 10 December 1984 against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment, the Montreal Convention of 23 September 1971 for the Suppression of Unlawful Acts against the Safety of Civil Aviation and, lastly, Article 38, paragraph 5, of the Rules of Court.",False
353,uganda-Rwanda,karamoja | kampala,False,"308. If the Rwanda government feels aggrieved by Omuseso, it cannot be complainant, prosecutor and judge.",False
354,uganda-Rwanda,karamoja | kampala,False,"314. Almost simultaneously, on Nov.17, on the eastern side of Rwanda, Burundian soldiers were hit in a night attack on their base near the border with Rwanda.",False
355,uganda-Rwanda,karamoja | kampala,False,"315. THE LAST WORD | Andrew M. Mwenda | According to The Economist, a United Kingdom-based highly opinionated newsmagazine, President Paul Kagame runs a tight autocratic political system in Rwanda.",False
356,uganda-Rwanda,karamoja | kampala,False,"318. Most Western experts on Rwanda claim that Kagame has presided over a police state, suffocating individual freedoms, and terrorising its citizens.",False
357,uganda-Rwanda,karamoja | kampala,False,"321. The East Africa Community Mining Bill 2016 will have its first hearing from partner states at an assembly in Kigali, Rwanda, in March, according to Hon.",False
358,uganda-Rwanda,karamoja | kampala,False,"322. The latest upsurge of violence is between FARDC, DRC s army and RDF, Rwanda s troops, who are currently in open hostilities.",False
359,uganda-Rwanda,karamoja | kampala,False,"323. On Feb. 16, the Police in Rwanda impounded 105 cartons of counterfeit BIC pens valued at over Rwf 6 million and arrested five people suspected to be behind the act.",False
360,uganda-Rwanda,karamoja | kampala,False,"325. As fighting recently flared up between Tutsi rebels and government forces in eastern Democratic Republic of Congo (DRC), the Rwanda government has found itself, once again at the centre of yet another international controversy.",False
361,uganda-Rwanda,karamoja | kampala,False,"329. At the event, Allan Ddamulira, a beneficiary of the fish smoking kiln, said the innovation brings hope at a time when fish farmers were frustrated by lack of market due to the closure of Rwanda-Uganda border.",False
362,uganda-Rwanda,karamoja | kampala,False,"330. To traverse this vast jungle territory would take months, thus allowing Kinshasa to trade space for time to reorganise, call upon reserves, mobilise international support etc.",False
363,uganda-Rwanda,karamoja | kampala,False,"332. Telesphore Ndabamenye, head of crop production at the Rwanda Agriculture Board, told AFP the harmless-looking brown caterpillar had afflicted most of Rwanda s 30 districts but said the outbreak was not bad.",False
364,uganda-Rwanda,karamoja | kampala,False,"335. Kyambadde said selected students in fields such as bakery, woodwork, automotive mechanics, practical nursing, pharmacy and agriculture are not part of the competitions but will be allowed to take part in the exhibitions in Rwanda.",False
365,uganda-Rwanda,karamoja | kampala,False,"342.  The Government of Uganda considers the shooting incident a grave matter and that although the latest victim is Rwandan, it constitutes a pattern of reckless and high-handed acts on the part of Rwanda security personnel, against simple, ordinary people that live along the common border.",False
366,uganda-Rwanda,karamoja | kampala,False,"349. Kenyatta, Museveni and Rwanda s Paul Kagame, always looked at themselves as the coalition of the willing as Tanzania stayed out of that club.",False
367,uganda-Rwanda,karamoja | kampala,False,"353. In the letters, as well as at public functions where he officiates, people say that given the unique circumstances of Rwanda, and recent pressures on its government to toe a certain line, they are worried that when he leaves, many things could go wrong, especially if he leaves quickly and haphazardly.",False
368,uganda-Rwanda,karamoja | kampala,False,"354. I was also transferred and made deputy director of military intelligence (finance and administration), deputising Gen Muntu with two others in charge of counter intelligence: Paul Kagame [current president of Rwanda] and a deputy for technical intelligence.",False
369,uganda-Rwanda,karamoja | kampala,False,"356. They add: It also betrays an apparent appetite for state-to-state violence against the backdrop of a resurgence of interstate tensions such as the recent Rwanda-DRC clashes, raising questions about military capabilities on the continent.",False
370,uganda-Rwanda,karamoja | kampala,False,"358.  The revised Green Growth and Climate Resilience Strategy aims to guide national policy and planning in an integrated way, mainstream climate change into all sectors of the economy, and position Rwanda to access international climate funding and investment, said Rwanda s Minister of Environment, Dr Jeanne d Arc Mujawamariya, in a statement.",False
371,uganda-Rwanda,karamoja | kampala,False,"364. Then in 1999 and in 2000, our Congolese adventure led to us to three ugly battles, this time with our erstwhile ally, Rwanda in Kisangani.",False
372,uganda-Rwanda,karamoja | kampala,False,"370. Across the border, Rwanda s President Paul Kagame recently dismissed from Cabinet, Ambassador Olivier Nduhungirehe, the country s Foreign Affairs Minister who Ugandan observers felt was undermining the relationship between the two countries.",False
373,uganda-Rwanda,karamoja | kampala,False,"371. When Kagame led the Rwanda Patriotic ArmyFront to victory in Rwanda in 1994, he and his comrades faced a country in which an extremist Hutu and opportunistic Tutsi elite had led the masses into participating in the wholesale murder of nearly one million Tutsi and opposition Hutus.",False
374,uganda-Rwanda,karamoja | kampala,False,"372. Famous for its robust tourism and wildlife approach, Rwanda is the only African country with an extensive gorilla conservation programme, the International Gorilla Conservation Programme, and has made this unique species the centrepiece of its tourism offering, in much the same way that China has done with its pandas.",False
375,uganda-Rwanda,karamoja | kampala,False,"378. This Kigali attitude, combined with something akin to a jihad by the international press against Rwanda that is biased, one-sided and vitriolic has made Kigali s case less convincing.",False
376,uganda-Rwanda,karamoja | kampala,False,384. The report says Rwanda has expressed discomfort about the UPDF deployment in DR Congo.,False
377,uganda-Rwanda,karamoja | kampala,False,"386. However, numerous Rwandan journalists argue that the media crisis in Rwanda extends beyond censorship to intimidation.",False
378,uganda-Rwanda,karamoja | kampala,False,"393. There are political restrictions in Rwanda that may seem authoritarian to a foreign visitor armed with an abstract notion of freedom but which its people, knowing all too well their own circumstances, see and accept as absolutely necessary for their stability and cohesion.",False
379,uganda-Rwanda,karamoja | kampala,False,"395. Scores of other police officers, who had occupied top jobs under him are also in custody, as a wide ranging military intelligence investigation into suspected treason, multiple murdersassassinations, kidnap and forced repatriation of political asylum seekers and refugees from Rwanda and South Sudan, proceeds.",False
380,uganda-Rwanda,karamoja | kampala,False,"402. Since the current crisis in the Democratic Republic of Congo flared up, most international media coverage has focused on Rwanda s alleged support for M23, one of over 40 rebel groups fighting Kinshasa.",False
381,uganda-Rwanda,Unassigned,False,"302. UP to 33 percent of MPs are female and regionally, only Rwanda with 49 percent female representation is higher.",False
382,uganda-Rwanda,Unassigned,False,"311. Rwanda, in 2016 changed its constitution to enable Mr Paul Kagame to contest again.",False
383,uganda-Rwanda,Unassigned,False,319. I then pulled out of the contract around the time Kayumba was shot because the government of Rwanda objected to my involvement.,False
384,uganda-Rwanda,Unassigned,False,"324. By purely increasing production through distributing improved inputs, supporting growing coffee associations, increasing quality by educating farmers on quality; strengthening cooperatives as well as promoting the Rwandan brand of coffee; Rwanda has moved from being a below-commodity-grade coffee producer; having two coffee washing stations in 2000, to being Africa s fifth largest coffee producer as of 2020.",False
385,uganda-Rwanda,Unassigned,False,327. World Ventures reacted to developments in Rwanda with a terse statement that it does not do business in Rwanda.,False
386,uganda-Rwanda,Unassigned,False,"331. Because Rwanda has little or no territory to trade for time to mobilize, the best defense like Israel is to strike first and fast to occupy enemy territory and create artificial depth.",False
387,uganda-Rwanda,Unassigned,False,338. I told them I have never seen a Rwanda police officer beat a civilian thereby letting lose the dogs of intellectual and emotional war.,False
388,uganda-Rwanda,Unassigned,False,339. Eventually the Ugandan SGR will connect to Rwanda and South Sudan.,False
389,uganda-Rwanda,Unassigned,False,"340. THE LAST WORD | Andrew M. Mwenda | Last month, Rwanda hosted the African Union s summit on the Continent Free Trade Area (CFTA).",False
390,uganda-Rwanda,Unassigned,False,"352. On February 8, 2012, Rwanda s ruling party, the Rwanda Patriotic Front (RPF) held a meeting attended by over 2,000 delegates.",False
391,uganda-Rwanda,Unassigned,False,361. In 2016 Rwanda opened a Methane Power Project on Lake Kivu.,False
392,uganda-Rwanda,Unassigned,False,"362. As I have argued before, though it s an uncomfortable fact, the Tutsi elite in Rwanda is very mindful of its being a minority, and that mistakes in their country don t end in just a loss of power.",False
393,uganda-Rwanda,Unassigned,False,373. This is the dilemma those who comment on Rwanda politics face.,False
394,uganda-Rwanda,Unassigned,False,"375. Indeed, Congo can outsource the provision of order in the east from Rwanda.",False
395,uganda-Rwanda,Unassigned,False,"380. Basigo has also entered the Rwanda s market, while a partnership between the Rwandan government and Vivo Energy for over 200 e-buses demonstrates the growing regional momentum.",False
396,uganda-Rwanda,Unassigned,False,381. You chased the owners of the house to Rwanda.,False
397,uganda-Rwanda,Unassigned,False,"382. If you know a CEO or someone that s been very successful and he calls up the White House and says, you know what, there s a little country called Rwanda, and a guy named Paul Kagame that runs it, and you need to focus on that guy because they are going to go somewhere, you pay attention.",False
398,uganda-Rwanda,Unassigned,False,"390. Rwanda s Paul Kagame, 64 this year, was 43 when he mounted the saddle in 2000.",False
399,uganda-Rwanda,Unassigned,False,"392. The Seminar that has brought Speakers from South Sudan, Tanzania, Ghana and Rwanda will close on the 07th December 2017.",False
400,uganda-Rwanda,Unassigned,False,396. Initial reports said the attackers retreated in Rwanda and that their level of sophisticated equipment went beyond that of a rebel outfit.,False
401,uganda-Rwanda,Unassigned,False,"400. Therefore, without oil exporters distorting the sample, Rwanda has been the 8th fastest growing economy in the world since Kagame assumed office in 2000.",False
402,uganda-Rwanda,Unassigned,False,"401. For the last 13 years, Rwanda has been the sixth fastest growing economy on the continent.",False
403,uganda-Uganda,uganda | people,False,"404. He observed that going by the strain caused by servicing the debt, some international financiers are not at ease investing in Uganda.",False
404,uganda-Uganda,uganda | people,False,409. The loss of public property has never been a serious offense in the Uganda that I know.,False
405,uganda-Uganda,uganda | people,False,"412.  The finest cotton in the world is produced here in Uganda and we shall support a mechanism for Uganda to produce, process and market her cotton globally, he said.",False
406,uganda-Uganda,uganda | people,False,"413. It presents a good opportunity for Uganda to share the current developments in the oil and gas sector together with the energy and mineral sectors including available investment opportunities, Minister Nankabirwa said.",False
407,uganda-Uganda,uganda | people,False,415. What is also interesting is that at the heart of the political vision in Uganda is that it cannot succeed without the development of the regional environment.,False
408,uganda-Uganda,uganda | people,False,416. The UK is hosting summits on both of these areas this year and I m delighted that Uganda is closely engaged on both.,False
409,uganda-Uganda,uganda | people,False,"419. However, using countries like Algeria, Israel and Pakistan which charge windfall tax on oil prices reaching between US$ 30 and US$60, CSBAG thinks that the US$75 minimum threshold for Uganda is high.",False
410,uganda-Uganda,uganda | people,False,"420. The sector employs about 66 per cent of Uganda s total labour force, and the vast majority of our population and directly and indirectly depend on it.",False
411,uganda-Uganda,uganda | people,False,"421. Unlike Uganda where most transactions are with hard cash, in Somalia, it is easier to pay for anything using a mobile money-like service.",False
412,uganda-Uganda,uganda | people,False,"422. Consequently, there is no direct monetary gain from authorship, partly because of a poor reading culture in Uganda and, therefore, limited size of the book market.",False
413,uganda-Uganda,uganda | people,False,"423. Below are the interview excerpts with questions ranging from the recent loan, Uganda's growth, and accountability.",False
414,uganda-Uganda,uganda | people,False,424. For example Conservationists working with government of Uganda signed a much sought-after biodiversity conservation commitments.,False
415,uganda-Uganda,uganda | people,False,"429. Uganda receives about 1.8 million visitors annually, including nationals and residents returning.",False
416,uganda-Uganda,uganda | people,False,"430. According to BOU, the closest Uganda s inflation touched the current level was in August 2012.",False
417,uganda-Uganda,uganda | people,False,"433. Also, gold export figures directly affect the GDP values of Uganda, inflating them, thereby painting a bogus image of the actual state of the economy.",False
418,uganda-Uganda,uganda | people,False,"434. Museveni always says that in 1986, Uganda collected Shs5 billion in revenues.",False
