,Unnamed: 0,readable,uganda-Kampala,uganda-Karamoja,uganda-Kenya,uganda-Rwanda,uganda-Uganda,all,stripped
128,128,"Last week the Karamoja Minister, Mary Gorreti Kitutu was remanded to Luzira prison by Anti- Corruption Court for allegedly diverting iron sheets meant for the Karamoja community empowerment programme.
",0,1,0,0,0,1,last week karamoja minister mary gorreti kitutu remand luzira prison anti corruption court allegedly divert iron sheet mean karamoja community empowerment programme
129,129,"According to the survey of 2019 by Ecological Christian organisation, an NGO advocating for the rights of the Karimojong on land matter, 98.7% of land in Karamoja have been liencesed and there are 178 investors holding exploration and mining leases ranging from 10 to 40 years.
",0,1,0,0,0,1,accord survey ecological christian organisation ngo advocate right karimojong land matter land karamoja liencese investor hold exploration mining lease range year
130,130,"The Commission is concluding its three day’s engagement with the communities and local leaders in Karamoja today.
",0,1,0,0,0,1,commission conclude three day engagement community local leader karamoja today
131,131,"Lugoloobi is among the three ministers implicated in the theft of iron sheets meant to benefit vulnerable groups in Karamoja sub-region.
",0,1,0,0,0,1,lugoloobi among three minister implicate theft iron sheet mean benefit vulnerable group karamoja sub region
132,132,"“Am telling you the government will continue spending a lot of resources pacifying Karamoja for a short period but stable peace will only return to Karamoja when Karimojong children are forcefully taken to School and government does psychological disarmament,” he said.
",0,1,0,0,0,1,tell government continue spend lot resource pacify karamoja short period stable peace return karamoja karimojong child forcefully take school government psychological disarmament say
133,133,"The proposed open-air museum, located in Iriiri Sub County, will serve as a one-stop center where fossils will be exhibited, allowing visitors to witness these remarkable findings before continuing their journeys to explore the rest of Karamoja.
",0,1,0,0,0,1,propose open air museum locate iriiri sub county serve one stop center fossil exhibit allow visitor witness remarkable finding continue journey explore rest karamoja
134,134,"During the same press conference, Baryomunsi castigated police for apprehending ministers implicated in the Karamoja iron sheets scandal during hours they cannot be produced in court.
",0,1,0,0,0,1,press conference baryomunsi castigate police apprehend minister implicate karamoja iron sheet scandal hour produce court
135,135,"We are raising funds to build latrines in Karamoja this August.
",0,1,0,0,0,1,raise fund build latrine karamoja august
136,136,"“Mining development could be a real boon to the people of Karamoja, bringing jobs and better security, services, and basic infrastructure,” said Daniel Bekele, the Africa director at Human Rights Watch, “However it is still unclear how the people of Karamoja will benefit, if at all, from mining, or how the government intends to protect their rights during this process.
",0,1,0,0,0,1,mining development could real boon people karamoja bring job well security service basic infrastructure say daniel bekele africa director human right watch however still unclear people karamoja benefit mining government intend protect right process
137,137,"It happened that the first batch of 12,000 iron sheets were procured for Karamoja but as early as June, 2022, CID operatives had started investigating Kitutu and Agnes Nandutu, the state minister for Karamoja, over mismanagement of the region’s relief items.
",0,1,0,0,0,1,happen first batch iron sheet procure karamoja early june cid operative start investigate kitutu agne nandutu state minister karamoja mismanagement region relief item
138,138,"Nandutu seeks criminal proceedings against her in relation to the theft of 2000 pieces of Iron sheets that were meant to empower vulnerable Karamoja communities be halted until the Constitutional Court can rule on the validity of the charge which she claims to be vague, unclear, and too broad to enable her defend her herself.
",0,1,0,0,0,1,nandutu seek criminal proceeding relation theft piece iron sheet mean empower vulnerable karamoja community halt constitutional court rule validity charge claim vague unclear broad enable defend
139,139,"While delivering his homily, Archbishop Paul Ssemogerere said he was shocked to see media reports of people from the Karamoja region starving and others surviving on leaves yet in other parts of the Country food is in excess.
",0,1,0,0,0,1,deliver homily archbishop paul ssemogerere say shock see medium report people karamoja region starve other survive leave yet part country food excess
140,140,"My mind runs to Karamoja where I was at the end of 2016 visiting Kidepo national park.
",0,1,0,0,0,1,mind run karamoja end visit kidepo national park
141,141,"Dr. Paul Okullo, director at the Nabuin Zonal Agricultural Research and Development Institute said the government now needs to popularize growing of commercial trees in the Karamoja region.
",0,1,0,0,0,1,dr paul okullo director nabuin zonal agricultural research development institute say government need popularize grow commercial tree karamoja region
142,142,"While appearing on NBS television last week, Minister of State for Karamoja Affairs and Bududa District MP, Agnes Nandutu mocked the National Unity Platform’s gesture to donate food items to the Karamoja region saying it was to seek cheap popularity.
",0,1,0,0,0,1,appear nbs television last week minister state karamoja affair bududa district mp agnes nandutu mock national unity platform gesture donate food item karamoja region say seek cheap popularity
143,143,"“On a good note, Karamoja region was well represented.
",0,1,0,0,0,1,good note karamoja region well represent
144,144,"The motion was tabled by Kumi Woman MP, Monica Amoding on behalf of Lango, Teso and Karamoja legislators.
",0,1,0,0,0,1,motion table kumi woman mp monica amode behalf lango teso karamoja legislator
145,145,"But graphite is just one of over a dozen different minerals to be found in Karamoja, according to the Department of Geological Survey and Mines in the Ministry of Energy and Mineral Development.
",0,1,0,0,0,1,graphite one dozen different mineral find karamoja accord department geological survey mine ministry energy mineral development
146,146,"Brigadier Gen Joseph Balikudembe, the UPDF 3rd Division Commander turned down the request saying the leadership of Karamoja had been accused of conniving with cattle rustlers.
",0,1,0,0,0,1,brigadier gen joseph balikudembe updf rd division commander turn request say leadership karamoja accuse connive cattle rustler
147,147,"Government last week said it had committed at least Shs 135bn for the next 3 months towards the hunger crisis in Karamoja.
",0,1,0,0,0,1,government last week say commit least shs bn next month towards hunger crisis karamoja
148,148,"The author is the head of Area Office for WFP, Karamoja.
",0,1,0,0,0,1,author head area office wfp karamoja
149,149,"Land in Karamoja is particularly important to the community, which depends on nomadic pastoralism for survival.
",0,1,0,0,0,1,land karamoja particularly important community depend nomadic pastoralism survival
150,150,"The school feeding programme is therefore part of both the long term and short-term solution to hunger in Karamoja.
",0,1,0,0,0,1,school feeding programme therefore part long term short term solution hunger karamoja
151,151,"The 82 are part of the over 200 warriors arrested during the cordon and search operations in Karamoja where 58 guns and over 300 ammunition have been recovered.
",0,1,0,0,0,1,part warrior arrest cordon search operation karamoja gun ammunition recover
152,152,"With regards to refugees and Karamoja, WFP will always provide that safety net.
",0,1,0,0,0,1,regard refugee karamoja wfp always provide safety net
153,153,"Due to the years of turbulence in Karamoja, the kob population in Kidepo was down to just six, according to a recent aerial survey.
",0,1,0,0,0,1,due year turbulence karamoja kob population kidepo six accord recent aerial survey
154,154,"The resolution was reached during the 8th extra-ordinary general assembly of the North East Regional Football Association which covers Teso and Karamoja held at Steron Walls in Soroti city on Friday.
",0,1,0,0,0,1,resolution reach th extra ordinary general assembly north east regional football association cover teso karamoja hold steron wall soroti city friday
155,155,"Check, for example, where money is given to people for the construction of boreholes in Karamoja and it is stolen and people suffer.
",0,1,0,0,0,1,check example money give people construction borehole karamoja steal people suffer
156,156,"Similarly, when the former minister of Ethics Fr.
",0,1,0,0,0,1,similarly former minister ethic fr
157,157,"Simon Lokodo died, MPs from his home region, Karamoja, demanded that government fills Lokodo’s position at the Uganda Human Rights Commission with one of their own.
",0,1,0,0,0,1,simon lokodo die mp home region karamoja demand government fill lokodo position uganda human rights commission one
158,158,"“For example, he is remembered as the first President in post-Independence Africa to donate his salary to the development of Karamoja region, which by the time of our independence had been neglected by the colonial establishment” remarked Assoc.
",0,1,0,0,0,1,example remember first president post independence africa donate salary development karamoja region time independence neglect colonial establishment remark assoc
159,159,"We have not had any well coordinated approach to dealing with Karamoja problem.
",0,1,0,0,0,1,well coordinate approach deal karamoja problem
160,160,"He also expressed concerns about the proliferation of cultural associations in Karamoja, often lacking a clear vision and driven by self-interest advocacy.
",0,1,0,0,0,1,express concern proliferation cultural association karamoja often lack clear vision drive self interest advocacy
161,161,"What more proof of the President’s commitment to ending graft and misuse of public funds and abuse of office does one want, especially with the Minister of Karamoja sleeping in Prison at the time of writing this article (1am).
",0,1,0,0,0,1,proof president commitment end graft misuse public fund abuse office one want especially minister karamoja sleep prison time write article
162,162,"A similar situation is also developing in Karamoja region where hunger has claimed 12 people while others on the verge of dying.
",0,1,0,0,0,1,similar situation develop karamoja region hunger claim people other verge die
163,163,"The Forum for Democratic Change (FDC) leadership is this week continuing with its working visit in Karamoja to assess the security and humanitarian situation in the region.
",0,1,0,0,0,1,forum democratic change fdc leadership week continue working visit karamoja assess security humanitarian situation region
164,164,"The IPC attributed the high levels of food insecurity in Karamoja to insecurity in some parts of Karamoja.
",0,1,0,0,0,1,ipc attribute high level food insecurity karamoja insecurity part karamoja
165,165,"The entire Karamoja region and it is not a small region; we have the Matheniko, Bokora, Jie, Pokot, Dodoth, Pian and Ik; in that entire Karamoja sub-region, there is not one member of staff that comes from there,” Oulanyah said.
",0,1,0,0,0,1,entire karamoja region small region matheniko bokora jie pokot dodoth pian ik entire karamoja sub region one member staff come oulanyah say
166,166,"She also sees diversification of food crops, livestock breeds, harvesting water for production, elimination of dependence on food aid and boosting the school feeding programme as solutions to Karamoja’s problems.
",0,1,0,0,0,1,see diversification food crop livestock breed harvesting water production elimination dependence food aid boost school feeding programme solution karamoja problem
167,167,"For example, Goal and Concern were amongst the first NGOs to support Karamoja during the 1970s famine.
",0,1,0,0,0,1,example goal concern amongst first ngo support karamoja famine
168,168,"Speaking on the issue of security, the president said his government had defeated Kony rebels in the north, the rustlers in Karamoja, and the ADF in the DR Congo.
",0,1,0,0,0,1,speak issue security president say government defeat kony rebel north rustler karamoja adf dr congo
169,169,"Napak District Woman MP, Faith Nakut asked the Speaker to ensure the committee charged with the inquiry of the iron sheets saga be facilitated to travel to Karamoja.
",0,1,0,0,0,1,napak district woman mp faith nakut ask speaker ensure committee charge inquiry iron sheet saga facilitate travel karamoja
170,170,"Many remember him as great leader who enlightened Karamoja.
",0,1,0,0,0,1,many remember great leader enlighten karamoja
171,171,"The crowd had earlier on demanded to know if Bobi Wine was coming, thanks to the concert posters and the month- long radio adverts that had him assuring Karamoja he would be present, but they understood when the MC explained.
",0,1,0,0,0,1,crowd early demand know bobi wine come thank concert poster month long radio advert assure karamoja would present understand mc explain
172,172,"We have built houses for widowed mothers and we have built a school in Karamoja.
",0,1,0,0,0,1,build house widow mother build school karamoja
173,173,"The children are the big trouble causers, they are the ones who are used in cattle raids but when they are given skills and education, there will be change in Karamoja.
",0,1,0,0,0,1,child big trouble causer one use cattle raid give skill education change karamoja
174,174,"He said donors should invest in both emergency response and long-term solutions to resolve the hunger and malnutrition crisis in Karamoja.
",0,1,0,0,0,1,say donor invest emergency response long term solution resolve hunger malnutrition crisis karamoja
175,175,"He said that the proliferation of guns into Karamoja brought in by Turkana pastoralists is hurting the security forces because a lot of recoveries are done but the guns keep coming in.
",0,1,0,0,0,1,say proliferation gun karamoja bring turkana pastoralist hurt security force lot recovery do gun keep come
176,176,"He stressed the need for government to mobilise for investment and industrialisation in Karamoja; saying that the area is rich in natural resources such as limestone (300 million tonnes) for cement and marble production, fruit processing, leather tanning, meat processing, honey production, gold mining and tourism.
",0,1,0,0,0,1,stress need government mobilise investment industrialisation karamoja say area rich natural resource limestone million tonne cement marble production fruit processing leather tanning meat processing honey production gold mining tourism
177,177,"Government has welcomed a 23m pound UK investment in the Karamoja nutrition project.
",0,1,0,0,0,1,government welcome pound uk investment karamoja nutrition project
178,178,"“The people in Karamoja have been voting for the (NRM) government for years but their fortunes have not changed,” Muguzi said.
",0,1,0,0,0,1,people karamoja vote nrm government year fortune change muguzi say
179,179,"As a region, Karamoja still stands challenged, with education, food-water-energy deprivation, health, and early childhood pregnancies, and now, reports of insecurity.
",0,1,0,0,0,1,region karamoja still stands challenge education food water energy deprivation health early childhood pregnancy report insecurity
180,180,"The address also comes at a time the people in the Karamoja sub region are struggling with food insecurity that has seen over 40 people starve to death.
",0,1,0,0,0,1,address come time people karamoja sub region struggle food insecurity see people starve death
181,181,"Well the people in Karamoja will be black and the ones in the Silicon Valley will be white.
",0,1,0,0,0,1,well people karamoja black one silicon valley white
182,182,"DPP Jane Frances Abodo, herself a daughter of Karamoja, last week closed 17 case files of some ministers and other top officials implicated in the iron sheets scandal due to lack of sufficient evidence.
",0,1,0,0,0,1,dpp jane france abodo daughter karamoja last week close case file minister top official implicate iron sheet scandal due lack sufficient evidence
183,183,"According to statistics from UNFPA, Karamoja is classified as one of the world’s poorest areas, with high rates of malnutrition and disproportionate number of 61% of its 1.2 million people living in absolute poverty.
",0,1,0,0,0,1,accord statistic unfpa karamoja classify one world poor area high rate malnutrition disproportionate number million people live absolute poverty
184,184,"“I did not know the iron sheets were for Karamoja.
",0,1,0,0,0,1,know iron sheet karamoja
185,185,"Karamoja has been a focal point for drought-associated problems, and Stephen Magezi says that a culture of aid-dependency has grown up in the region.
",0,1,0,0,0,1,karamoja focal point drought associate problem stephen magezi say culture aid dependency grow region
186,186,"In recent weeks, Members of Parliament from the northern and eastern regions called for a fresh disarmament process in Karamoja in order to reduce the number of guns in civilian hands.
",0,1,0,0,0,1,recent week member parliament northern eastern region call fresh disarmament process karamoja order reduce number gun civilian hand
187,187,"Last year, another survey dubbed “Situational Analysis” of Teso and Karamoja uncovered administrative gaps affecting the welfare of Muslim communities.
",0,1,0,0,0,1,last year another survey dub situational analysis teso karamoja uncover administrative gap affect welfare muslim community
188,188,"The Embassy of Ireland gave the donation in partnership with, Doctors in Africa (Medici con l'Africa - CUAMM) to support better access to medical services for all in Karamoja.
",0,1,0,0,0,1,embassy ireland give donation partnership doctor africa medici con l africa cuamm support well access medical service karamoja
189,189,"However, the minister harked back to the Karamoja programme, where she once worked.
",0,1,0,0,0,1,however minister hark back karamoja programme work
190,190,"Richard Oyel explores the beautiful side of Karamoja in his story.
",0,1,0,0,0,1,richard oyel explore beautiful side karamoja story
191,191,"The case pertains to the alleged diversion of iron sheets originally intended for vulnerable individuals in the Karamoja region.
",0,1,0,0,0,1,case pertain alleged diversion iron sheet originally intend vulnerable individual karamoja region
192,192,"The biggest number of Ugandan households that are food insecure are found in Karamoja, Budaka and Busoga regions.
",0,1,0,0,0,1,big number ugandan household food insecure find karamoja budaka busoga region
193,193,"The Prime Minister underscored the vital relationship between security and socio-economic development, noting the challenges Karamoja has faced due to internal and external security threats.
",0,1,0,0,0,1,prime minister underscore vital relationship security socio economic development note challenge karamoja face due internal external security threat
194,194,"While there are cattle thefts within Karamoja, the Iteso especially at the border accuse the Karimojong of stealing their cattle.
",0,1,0,0,0,1,cattle theft within karamoja iteso especially border accuse karimojong steal cattle
195,195,"“When you use the force in Karamoja you will never achieve what you want but apply peace and dialogue,” he said.
",0,1,0,0,0,1,use force karamoja never achieve want apply peace dialogue say
196,196,"The first day of the Primary Leaving Examinations (PLE)was characterized by late delivery of exam materials especially in Ntoroko district and Karamoja sub region and this was attributed to floods that rendered roads impassable.
",0,1,0,0,0,1,first day primary leaving examination ple characterize late delivery exam material especially ntoroko district karamoja sub region attribute flood render road impassable
197,197,"Some observers say the NRM government has attempted to go a little further than previous governments in deliberately seeking to address the Karamoja problem, by mainstreaming Karamoja into the national fabric.
",0,1,0,0,0,1,observer say nrm government attempt go little previous government deliberately seek address karamoja problem mainstreame karamoja national fabric
198,198,"A 300-strong ASTU team was deployed in different districts of Karamoja as well as parts of Sebei sub region.
",0,1,0,0,0,1,strong astu team deploy different district karamoja well part sebei sub region
199,199,"He added that Karamoja has vast underutilized land and other unexploited resources which if harnessed, will help lower the sub-region’s poverty levels.
",0,1,0,0,0,1,add karamoja vast underutilize land unexploited resource harness help lower sub region poverty level
200,200,"In Karamoja, the incumbent Simon Peter Aleper retained his seat after defeating his only challenger Lokor Jimmy with 8,143 against 2,220.
",0,1,0,0,0,1,karamoja incumbent simon peter aleper retain seat defeat challenger lokor jimmy 
201,201,"The president has been meeting the district leaders and commanders in Karamoja to understand the whole issues of the resurgence of insecurity in Karamoja.
",0,1,0,0,0,1,president meet district leader commander karamoja understand whole issue resurgence insecurity karamoja
202,202,"Meanwhile, Kyamugambi said Ugandans must desist from comparing costs of the railway line with Kenya and Ethiopia’s.
",0,0,1,0,0,1,meanwhile kyamugambi say ugandans must desist compare cost railway line kenya ethiopia
203,203,"Whether it is our vegetables, tea, coffee, oil or gemstones, our policies and actions as a government over the next 5 years will be to ensure that as much value, and as many jobs, as possible are created and retained in Kenya.
",0,0,1,0,0,1,whether vegetable tea coffee oil gemstone policy action government next year ensure much value many job possible create retain kenya
204,204,"In 2021 Kenya also became the first country globally to approve national performance trials of genetically modified (GM) cassava.
",0,0,1,0,0,1,kenya become first country globally approve national performance trial genetically modify gm cassava
205,205,"And Kenya's incoming president faced murder, deportation and persecution charges at the International Criminal Court over his role in 2007 postelection violence that killed about 1,200 people.
",0,0,1,0,0,1,kenya incoming president face murder deportation persecution charge international criminal court role postelection violence kill people
206,206,"Kenya, the second best performer in the region, was ranked position 92 compared with 108 last year, 121 in 2013 and 109 in 2012.
",0,0,1,0,0,1,kenya second good performer region rank position compare last year 
207,207,"Since then, Kenya has made tremendous economic, educational, social and democratic progress.
",0,0,1,0,0,1,since kenya make tremendous economic educational social democratic progress
208,208,"August 9: Dr. Besigye and Bobi Wine are in Kenya as election observers for the hotly contested election for Kenya’s fourth president that was won by William Ruto.
",0,0,1,0,0,1,august dr besigye bobi wine kenya election observer hotly contest election kenya fourth president william ruto
209,209,"He says Otunnu’s camp went up to his school in Kenya to dig for information.
",0,0,1,0,0,1,say otunnu camp go school kenya dig information
210,210,"He was also one of the three MPs from the Parliament of Uganda who, together with 3 counterparts from Kenya and 3 from Tanzania, signed the East African Community Protocol establishing the Community in Dar-es-Salaam in 1998.
",0,0,1,0,0,1,one three mp parliament uganda together counterpart kenya tanzania sign east african community protocol establish community dar es salaam
211,211,"However, Kenya witnessed a decline in coffee export earnings, totaling Kshs25.5 billion (approximately $170.85 million) in the first six months of 2023, compared to KshsSh26.6 billion (approximately $178.2 million) in the same period last year.
",0,0,1,0,0,1,however kenya witness decline coffee export earning total kshs billion approximately million first six month compare kshssh billion approximately million period last year
212,212,"The solar powered fence is jointly financed by the Ministry of Tourism and Space for Giants, a Kenya-based charity, which works with local communities to prevent human-wildlife conflict.
",0,0,1,0,0,1,solar power fence jointly finance ministry tourism space giant kenya base charity work local community prevent human wildlife conflict
213,213,"Kenya were also fined Shs 35,004,306 (10,000 Swiss Francs) for the late arrival of their team in Cape Verde which resulted to a late kick-off in the 2018 World Cup qualifier on November 13, 2015.
",0,0,1,0,0,1,kenya fine shs swiss franc late arrival team cape verde result late kick world cup qualifier november
214,214,"With at least 618 bird species such as the African skimmers, African fish eagles, African jacana, saddle-billed stork, martial eagles, shoebills, herons, kingfishers, egrets, pelicans, cormorants, garls, larks and flamingoes which migrate to the park from Lake Nakuru and Lake Naivasha in Kenya, Queen Elizabeth national park is the biggest bird haven in Africa and perfect destination for birding safaris.
",0,0,1,0,0,1,least bird specie african skimmer african fish eagle african jacana saddle bill stork martial eagle shoebill heron kingfisher egret pelican cormorant garl lark flamingo migrate park lake nakuru lake naivasha kenya queen elizabeth national park big bird africa perfect destination bird safaris
215,215,"“That is when we shall also benefit from the tourists but, currently, we get them from Kenya and to ensure we get profit from them, we sell them expensively.
",0,0,1,0,0,1,shall benefit tourist currently get kenya ensure get profit sell expensively
216,216,"The pass rate for Kenya at the same level was 42% and Tanzania 36%.
",0,0,1,0,0,1,pass rate kenya level tanzania
217,217,"Speaking to journalists at parliament on Friday, Mwenge North MP Lawrence Akugizibwe said government has failed to come up with a scheme to guarantee loans for the farmers so that they can own their factories like is the case in Kenya.
",0,0,1,0,0,1,speak journalist parliament friday mwenge north mp lawrence akugizibwe say government fail come scheme guarantee loan farmer factory like case kenya
218,218,"Another swarm came from Turkana county, Loima district in Kenya to Nakabaat in Rupa sub-county.
",0,0,1,0,0,1,another swarm come turkana county loima district kenya nakabaat rupa sub county
219,219,"As such, Kenya needs to work overtime to set a power generation agenda that identifies real versus perceived needs.
",0,0,1,0,0,1,kenya need work overtime set power generation agenda identify real versus perceive need
220,220,"The minister further hailed Kenya for taking the lead with SGR.
",0,0,1,0,0,1,minister hail kenya take lead sgr
221,221,"It includes detailed energy profiles of 11 countries that represent three-quarters of the region’s gross domestic product and energy demand, including Nigeria, South Africa, Ethiopia, Kenya and Ghana.
",0,0,1,0,0,1,include detailed energy profile country represent three quarter region gross domestic product energy demand include nigeria south africa ethiopia kenya ghana
222,222,"In April 2017, for instance, in Kenya’s Laikipia County, about 10,000 pastoralists armed with automatic rifles raided farms, wildlife reserves and conservancies, driving away 135,000 head of cattle.
",0,0,1,0,0,1,april instance kenya laikipia county pastoralist armed automatic rifle raid farm wildlife reserve conservancy drive away head cattle
223,223,"But Ibrahim Njenga, a Kenyan fence technician who is overseeing the work and has fixed the fences in Botswana, Gabon, and Kenya, says it works.
",0,0,1,0,0,1,ibrahim njenga kenyan fence technician oversee work fix fence botswana gabon kenya say work
224,224,"The others include Yemen, Djibouti, Eritrea, Ethiopia, Somalia, South Sudan, Sudan, Tanzania and Kenya.
",0,0,1,0,0,1,other include yemen djibouti eritrea ethiopia somalia south sudan sudan tanzania kenya
225,225,"According to the popular narrative, Kenya suffers from the twin evils of electricity that is overly expensive and in short supply.
",0,0,1,0,0,1,accord popular narrative kenya suffer twin evil electricity overly expensive short supply
226,226,"However, an official at the hospital revealed that on average, the hospital uses 200 of the 6.8 cubic meter cylinders supplied by British Oxygen Company (BOC) Kenya or about five cylinders per ward per day.
",0,0,1,0,0,1,however official hospital reveal average hospital use cubic meter cylinder supply british oxygen company boc kenya five cylinder per ward per day
227,227,"The economic success stories of recent years have followed different paths with far more government involvement in Ethiopia and more market-driven models in Ghana and Kenya.
",0,0,1,0,0,1,economic success story recent year follow different path far government involvement ethiopia market drive model ghana kenya
228,228,"Nevertheless, two large shipments of Chinese weapons to Juba, via Mombasa in Kenya, while legal due to the lack of any arms embargo, ensured the SPLA was well-supplied for the ongoing civil war: the shipments included more than 27 million rounds of small-calibre ammunition, as well as rockets, grenades, missiles, pistols assault rifles and machine guns.
",0,0,1,0,0,1,nevertheless two large shipment chinese weapon juba via mombasa kenya legal due lack arm embargo ensure spla well supply ongoing civil war shipment include million round small calibre ammunition well rocket grenade missile pistol assault rifle machine gun
229,229,"In the Great Lakes region, Kenya and Tanzania have set a practice that leaders must change after every five or ten years and they change only democratically through elections.
",0,0,1,0,0,1,great lake region kenya tanzania set practice leader must change every five ten year change democratically election
230,230,"Tanzania has recently discovered huge gas deposits and Kenya on top of oil, has made huge technological and infrastructural investments opening itself up for the international investor.
",0,0,1,0,0,1,tanzania recently discover huge gas deposit kenya top oil make huge technological infrastructural investment open international investor
231,231,"The trade disputes between Tanzania and Kenya, which are the biggest economies in the region, have also spilt into livestock and the tourism sectors.
",0,0,1,0,0,1,trade dispute tanzania kenya big economy region spill livestock tourism sector
232,232,"Contestants from Kenya and Catriona Gray of the Philippines also were in the final five.
",0,0,1,0,0,1,contestant kenya catriona gray philippine final five
233,233,"Researchers at the National Agricultural Research Organisation say the pest, which is suspected to have come from Kenya, could have entered into some farms although they could not confirm how far it has reached.
",0,0,1,0,0,1,researcher national agricultural research organisation say pest suspect come kenya could enter farm although could confirm far reach
234,234,"[Kidepo national park shares borders with Kenya and South Sudan.
",0,0,1,0,0,1,kidepo national park share border kenya south sudan
235,235,"Kenya is not regarded as a least developed country; so, it would have to battle increased tariffs on its products destined for Europe.
",0,0,1,0,0,1,kenya regard least develop country would battle increase tariff product destine europe
236,236,"Kenya’s industrial and consumer demand, economic growth, relative poverty as well as the current grid and distribution network simply do not support this magnitude of power generation at such exorbitant costs.
",0,0,1,0,0,1,kenya industrial consumer demand economic growth relative poverty well current grid distribution network simply support magnitude power generation exorbitant cost
237,237,"This is despite Kenya and Tanzania, which are the biggest economies in the region, having a minimum wage policy.
",0,0,1,0,0,1,despite kenya tanzania big economy region minimum wage policy
238,238,"Kenya’s men side and Egypt’s women have no such concerns, following their triumph in the six day tournament at the MTN arena.
",0,0,1,0,0,1,kenya man side egypt woman concern follow triumph six day tournament mtn arena
239,239,"Raphael Omondi, the education and outreach liaison officer, WAP, said in Kenya, they steal donkeys daily for their skin.
",0,0,1,0,0,1,raphael omondi education outreach liaison officer wap say kenya steal donkey daily skin
240,240,"Kenya’s cost is about $7.7m per kilometer on the Mombasa-Nairobi leg.
",0,0,1,0,0,1,kenya cost per kilometer mombasa nairobi leg
241,241,"It turned out that my community in northern Kenya had been right all along: pastoralists’ livestock-husbandry practices are well adapted to dryland conditions, and pastoralism is a viable land-use option that can make sustainable use of dispersed resources.
",0,0,1,0,0,1,turn community northern kenya right along pastoralist livestock husbandry practice well adapt dryland condition pastoralism viable land use option make sustainable use dispersed resource
242,242,"They hoped their harvest could be exported to neighbouring Tanzania and Kenya for a better pay.
",0,0,1,0,0,1,hope harvest could export neighbouring tanzania kenya well pay
243,243,"Nairobi, Kenya | AFP | Despite long-standing restrictions, new weapons have continued to reach South Sudan’s battlefields, often via neighbouring countries, a detailed report by an arms monitoring group said Thursday.
",0,0,1,0,0,1,nairobi kenya afp despite long standing restriction new weapon continue reach south sudan battlefield often via neighbouring country detailed report arm monitoring group say thursday
244,244,"After the election violence in Kenya, the government injected about $10 million in image promotion to reassure the world that it was a one off incident and it was over.
",0,0,1,0,0,1,election violence kenya government inject million image promotion reassure world one incident
245,245,"However, Kenya, which has a more robust tourism sector in the region besides Tanzania, recorded US$1.2bn in earnings compared with US$989 million in the previous year as a result of a 9.8% growth in international tourist arrivals to 1.4million.
",0,0,1,0,0,1,however kenya robust tourism sector region besides tanzania record we bn earning compare we million previous year result growth international tourist arrival million
246,246,"Franked by Kenya’s deputy President William Ruto, Dr Yonas Tegega Woldemariam, the World Health Organisation (WHO) country representative, and an adviser at Food and Drug Administration (FDA), Health Minister Dr. Jane Ruth Aceng, and Dr Monica Musenero, the Minister of Science, Technology and Innovation, the president warned government officials against sabotaging Mr. Magoola.
",0,0,1,0,0,1,frank kenya deputy president william ruto dr yonas tegega woldemariam world health organisation country representative adviser food drug administration fda health minister dr jane ruth aceng dr monica musenero minister science technology innovation president warn government official sabotage mr magoola
247,247,"The World Cross Country Championship 2023 will also attract other athletes from Australia, Ethiopia, Kenya, Burundi, Canada, Brazil, Egypt, Eritrea, Spain, New Zealand and China among others.
",0,0,1,0,0,1,world cross country championship attract athlete australia ethiopia kenya burundi canada brazil egypt eritrea spain new zealand china among other
248,248,"But a decade later, little progress has been made and the pastoral communities of northern Kenya continue to grapple with water scarcity problems.
",0,0,1,0,0,1,decade later little progress make pastoral community northern kenya continue grapple water scarcity problem
249,249,"He splits his time between Berkeley, California and Nairobi, Kenya.
",0,0,1,0,0,1,split time berkeley california nairobi kenya
250,250,"In Kenya, Jomo Kenyatta, the founding father of Kenya, groomed his son Uhuru Kenyatta before he passed away in 1978.
",0,0,1,0,0,1,kenya jomo kenyatta found father kenya groom son uhuru kenyatta pass away
251,251,"Onesmus Kipchumba Murkomen is one of those who have supported efforts aimed at improving infrastructure between Kenya and other countries.
",0,0,1,0,0,1,onesmus kipchumba murkoman one support effort aim improve infrastructure kenya country
252,252,"In Kenya, Atul Shah, the Nakumatt managing director, said the branch culling strategy will start with sub-optimally performing branches whose lease contracts are due for renewal to be followed by branches in poor locations.
",0,0,1,0,0,1,kenya atul shah nakumatt manage director say branch cull strategy start sub optimally perform branch whose lease contract due renewal follow branch poor location
253,253,"He said that in Turkana County in northern Kenya, sorghum crops with around 15 to 20 percent damage to the yield linked to the pests had been reported.
",0,0,1,0,0,1,say turkana county northern kenya sorghum crop around percent damage yield link pest report
254,254,"To date, Kenya reportedly has memoranda of understanding with Russia, China, South Korea, and Slovakia which involve the building of four nuclear power plants with a total output of 4,000 MW.
",0,0,1,0,0,1,date kenya reportedly memorandum understanding russia china south korea slovakia involve building four nuclear power plant total output mw
255,255,"Other contributors are Djibouti, Ethiopia and Kenya.
",0,0,1,0,0,1,contributor djibouti ethiopia kenya
256,256,"But their estimates point to 80% of lightweight polythene shopping bags used in the country being imported from Kenya.
",0,0,1,0,0,1,estimate point lightweight polythene shopping bag use country import kenya
257,257,"In the wake of yet another tragic terrorist attack in neighbouring Kenya, Ugandans need to take serious stock of our own security precautions.
",0,0,1,0,0,1,wake yet another tragic terrorist attack neighbouring kenya ugandans need take serious stock security precaution
