,stripped,readable
158,lucky everything agriculture produce many product entrepreneurial class process every agricultural product use appropriate factory electricity infrastructure element assist process large educate young population run modern economy big regional market create african pan africanist ever since time lago plan action huge international market avail africa uganda include account historical factor favour africa,"We are lucky because we have everything: agriculture that produces so many products; entrepreneurial classes that can process all and every agricultural product using appropriate factories; electricity and other infrastructure elements that assist processing; a large, educated, young population that can run modern economies; a big regional market created by the African Pan-Africanists ever since the time of the Lagos Plan of Action; and huge international markets availed to Africa, Uganda included, on account of the historical factors that favour Africa."
159,central bank intend pump market dollar case uganda shill quickly lose value,"Here, the central bank intends to pump into the market more dollars in case the Uganda shilling is quickly losing its value."
160,uganda high per cent population need mental health treatment never access service per cent total health budget allocate mental health,"In Uganda, as high as 90 per cent of the population in need of mental health treatment never access such services while only 0.7 per cent of the total health budget is allocated to mental health."
161,council address inform nawangwe say,"And once council address that we will inform you, Nawangwe said."
162,excellency reside kawanda km away kampala city wish assure school go child community study,"Your Excellency, I reside in Kawanda, just 12 km, away from Kampala city, and I wish to assure you that the school-going children in my community are not studying, at all."
163,join kyambogo university government sponsorship study engineering,She joined Kyambogo University on government sponsorship to study Engineering.
164,mr francis kiyonga district lcv chairperson amudat say effort need stop practice,Mr. Francis Kiyonga the district LCV chairperson Amudat said more effort was needed to stop the practice.
165,destructive desert locust leave farmer hit region north eastern kenya painfully see crop eat away sure family feed,The destructive desert locust has left farmers in the most hit regions of North Eastern Kenya painfully seeing their crops eaten away and not sure of what their families will feed on.
166,confirm secretary treasury keith muhakanizi remark diplomat economist international monetary fund meeting hold kampala october last year,"This is confirmed by the Secretary to the Treasury, Keith Muhakanizi s remarks to the diplomats and economists at the International Monetary Fund meeting held in Kampala in October last year."
167,monica rubombora one batooro work south africa say start online service dream come true batooro outside uganda,"Monica Rubombora, one of the Batooro working in South Africa says that the start of the online service is a dream come true for most of the Batooro outside Uganda."
168,amudat woman mp mary nauwat full praise kmc,The Amudat Woman MP Mary Nauwat was full of praise for KMC.
169,quarry house,Quarry House No.
170,construct befitting campus private residence ssekabaka muteesa ii official palace kilometer away mengo,"95 was constructed in 1944 as a befitting on-campus private residence of Ssekabaka Muteesa II, his official palace being only a few kilometers away in Mengo."
171,election offer uganda opportunity inspire shape future region world,This election offers Uganda the opportunity to inspire and shape the future of the region and the world.
172,invasion desert locust reminder uganda entire world climate change real destructive impact demonstration await we urgent action take,"The invasion of the desert locust is a reminder to Uganda and the entire world that climate change is real, and that its destructive impact is a demonstration of what awaits us if no urgent actions are taken."
173,demand uganda flower equally go order come production elsewhere drastically decline due covid shut country,The demand for Uganda s flowers has equally gone up with more orders coming in as production elsewhere has drastically declined due to the COVID- 19 shut down in those Countries.
174,movie come december though hit cinema uganda week,"The movie came out in December 2019, though it is only hitting cinemas in Uganda this week."
175,uganda last experience major locust invasion immense damage crop result acute hunger,"Uganda last experienced a major locust invasion in 1961, with immense damage on crops which resulted in acute hunger."
176,area far affect desert locust invasion uganda top honey producer,The areas so far affected by the desert locust invasion are some of Uganda s top honey producers.
177,felix mark lochaale interim district chairperson karenga peter aback lc iii chairperson karenga sub county welcome development,"Felix Mark Lochaale, the interim district chairperson of Karenga, and Peter Aback the LC III chairperson of Karenga sub county have both welcomed the development."
178,road goli mahagi bunia mpondwe beni bunagana rutshure goma,These roads are: Goli-Mahagi-Bunia; Mpondwe-Beni; and Bunagana-Rutshure-Goma.
179,wamai support give away forest party member leader mbale strongly oppose give away mutoto forest allow developer expand mbale town,Wamai was in support of giving away the forest while other party members and leaders in Mbale strongly opposed the give away of the Mutoto forest to allow developers expand Mbale town.
180,however note unmanned porous border point agago kotido district remain great challenge local vigilante always surprised intrusion thug armed gun,"He, however, notes that unmanned porous border points between Agago and Kotido districts remain a great challenge for the local vigilantes who are always surprised by the intrusion of the thugs who are armed with guns."
181,nakyeyune volunteer member rotary uganda country secretary rotaract uganda deputy district executive secretary youth rotary uganda,"Nakyeyune is also a volunteer and member of Rotary Uganda and the country secretary of Rotaract Uganda and the deputy district executive secretary, Youth of Rotary Uganda."
182,early month president yoweri museveni minister health jane ruth aceng rule evacuation ugandan student say safe china well expertise handling deadly virus uganda,"Earlier this month, President Yoweri Museveni and minister of Health, Jane Ruth Aceng ruled out the evacuation of the 105 Ugandan students, saying they were safer in China because it had better expertise in the handling of the deadly virus than Uganda."
183,former uganda chief justice bart katureebe appoint international commercial court expert committee cicc supreme people court china,Former Uganda chief justice Bart Katureebe has been appointed to the International Commercial Court Expert Committee (CICC) of the Supreme People s Court of China.
184,inspect prototype yesterday makerere university minister health dr jane ruth aceng say innovation important country help fight covid,"While inspecting the prototype yesterday at Makerere University, the Minister of Health, Dr. Jane Ruth Aceng says that such innovations are important to the country and will help the fight against COVID-19."
185, uganda government pass law criminalize fgm,"In 2010, the Uganda government passed a law criminalizing FGM."
186,region receive daily public bus travel kampala,The region has been receiving the dailies through public buses travelling from Kampala.
187,kawumu fish pond one acre earn people shs million per year,"At Kawumu, my 4 fish ponds in one (1) acre, are earning, for my people, Shs 68 million per year."
188,reveal press briefing eight chinese escape quarantine head drc back kampala test do,"It was also revealed at the press briefing that the eight Chinese who escaped from quarantine and were heading to DRC, are back in Kampala where tests have been done."
189,urn visit home napak district find many household resort plant vegetable kitchen garden make easy family continue meal,"URN visited some of the homes in Napak district and found that many households have resorted to planting vegetables in a kitchen garden, making it easier for the family to continue having meals."
190,even kenya kenyatta initial victory nullify supreme court rule party opposition boycott run,"Even in Kenya, where Kenyatta s initial victory in 2017 was nullified by the Supreme Court, the ruling party won after the opposition boycotted the re-run."
191,demonstration throughout uganda likely remain common may often escalate violence us embassy alert read,"Demonstrations throughout Uganda are likely to remain common and may often escalate to violence, the US Embassy alert reads."
192,say despite uganda soil lose fertility need replenish farmer opt land fallowing use organic fertilizer order save soil bacteria,"He said despite Uganda s soils losing fertility and needing to be replenished, farmers should opt for land fallowing or use of organic fertilizers in order to save soil bacteria."
193,overall household uganda television set,"Overall, 83% of the households in Uganda do not have a television set."
194,father law buganda woman suppose discrete law,"I have a father-in-law and in Buganda, a woman is supposed to be so discrete with her in-laws."
195,samsan olum district councillor karenga praise initiative say solution poverty challenge region,"Samsan Olum, a district councillor of Karenga praised the initiative saying it s a solution to poverty challenges in the region."
196,moses kibirige head world bank trade competitiveness sector uganda say part solution communal land ownership uganda communally register title,"Moses Kibirige, the head of the World Bank s Trade and Competitiveness sector in Uganda said part of the solution to communal land ownership in Uganda is to have it communally registered and titled."
197,week ago president yoweri yoweri museveni suspend incoming outgoing passenger flight uganda bid combat spread covid,Over a week ago President Yoweri Yoweri Museveni suspended all incoming and outgoing passenger flights to Uganda in a bid to combat the spread of COVID-19.
198,inform long hold widely document belief president uganda museveni updf develop personal guerrilla army national resistance army nra hold legitimate vision country far reliable,"It was informed by the long-held and widely-documented belief by the President of Uganda, Museveni that the UPDF, which developed from his personal guerrilla army of the National Resistance Army (NRA), only holds a legitimate vision for the country and is far more reliable."
199,emmanuel lokii secretary production marketing moroto district local government welcome police operation say many miner flout regulation often bent exploit local community,"Emmanuel Lokii, the secretary Production and Marketing in Moroto District Local government welcomed the police operation saying many miners were flouting the regulations and were often bent on exploiting the local community."
200,include lopedo gold mining site lodiko nakapel mining site loyoro sub county locate close kenyan border,"They include, Lopedo gold mining site in Lodiko and Nakapel mining site in Loyoro sub county both located close to the Kenyan border."
201,moroto regional police spokesperson michael longole describe new deployment key strategic insecurity need region,"The Moroto regional police spokesperson, Michael Longole described the new deployment as key and strategic to the insecurity needs of the region."
202,enable people access cheap capital kasolo say government president museveni particular initiate emyooga programme enable ugandans access seed capital begin business,"So, to enable people access cheap capital, Kasolo says the government, and President Museveni in particular, has initiated Emyooga programme to enable Ugandans access seed capital and begin their own businesses."
203,government far verify total claimant acholi,"Government has so far verified a total of 16,946 claimants in Acholi."
204,police spokesperson michael longole blame leader moroto incite violence reiterate anyone go incite member public would arrest,"Police spokesperson Michael Longole blamed the leaders from Moroto for inciting violence, and reiterated that anyone who goes on inciting members of the public would be arrested."
205,stanbic bank chief executive anne juuko say bank commit offer affordable loan relate financial product support economy quickly recover covid hit line purpose uganda home drive growth,"Stanbic Bank Chief Executive, Anne Juuko, said the bank is committed to offering affordable loan and related financial products to support the economy to quickly recover from COVID-19 hit in line with their purpose Uganda is our home, we drive her growth."
206,one thing keep mind uganda go difficult time many country covid pandemic inflict large blow economy people life,One thing you have to keep in mind is that Uganda is going through a very difficult time as many other countries because of the Covid-19 pandemic which has inflicted a very large blow to the economy and people's lives.
207,kabise add kasango buy land tororo want son bury,"Kabise added that Kasango had bought her land in Tororo, and that is where she wanted her son to be buried."
208,government seek upgrade road paved bituminous standard facilitate connection bugisu karamoja sub region,Government is seeking to upgrade the road into a paved bituminous standard to facilitate the connection between Bugisu and Karamoja sub-regions.
209,alfred onenchan second command kaiso immigration office hoima district say unable patrol landing site due manpower gap,"Alfred Onenchan, the second in Command at Kaiso Immigration offices in Hoima district, says they are unable to patrol all landing sites due to manpower gaps."
210,time change grass near impossible find kampala today banana kayinja musa kisubi common either,"Times have changed; not only is that grass near-impossible to find in Kampala today, the bananas (kayinja, musa or kisubi) are not common either."
211,tour isimba nankabirwa company state minister energy okasai opolot ceo uganda electricity generation company limit uegcl harrison mutikanga official energy ministry uegcl,"On her tour of Isimba, Nankabirwa was in the company of state minister for energy Okasai Opolot, the CEO of Uganda Electricity Generation Company Limited (UEGCL) Harrison Mutikanga and other officials from the energy ministry and UEGCL."
212,christine lawino papyrus mat maker explain year ago could take minute walk wetland layibi within minute cut reed enough mat edge swamp,"Christine Lawino, a papyrus mat maker explains that 20-years-ago, she could just take a 20-minute walk to a wetland in Layibi, and within minutes, cut reeds enough for a mat from the edge of the swamp."
213,bush burn traditional practice cherish acholi,Bush burning is a traditional practice that is cherished by the Acholi.
214,yet able define shape form commercial film practice take uganda,"For that, I am not yet able to define what shape or form our commercial film practice takes in Uganda."
215,uganda celebrate international labour day st may uganda registration service bureau ursb celebrate worker uganda champion nation national development,"As Uganda celebrates International Labour Day on 1 st May, the Uganda Registration Services Bureau (URSB) celebrates the workers of Uganda for being the champions of our nation s national development."
216,uganda receive one type vaccine,Uganda has only received one type of vaccines.
217,sun go january news spread passing rt rev john baptist kaggwa bishop emeritus masaka,"As the sun went down on January 20, news spread of the passing of Rt Rev JOHN BAPTIST KAGGWA, the bishop emeritus of Masaka."
218,ethiopia kenya rating respectively cqi report grade scale,Ethiopia and Kenya have a rating of 84.88 and 84.31 each respectively the CQI reported on a grading scale of 100.
219,bear butaleja,I was born in Butaleja.
220,denis apuun claim member revolutionary guard say rustler raid animal lotome since january never recover,"Denis Apuun who claims to be a member of the Revolutionary guard, said that the rustlers have raided more than 4,000 animals from Lotome since January and they have never recovered them."
221,many other include hope kabingo hfk found comboni missionary father richard kyankaaga focus little village southwest uganda,"There are many others, including Hope for Kabingo (HFK), founded by Comboni Missionary Father Richard Kyankaaga that focuses on a little village in southwest Uganda."
222,brunei darussalam nation island borneo two distinct section surround malaysia south china sea take overall lead good tobacco industry interference country africa uganda come first country follow kenya th position,"Brunei Darussalam, a nation on the island of Borneo in two distinct sections surrounded by Malaysia and the South-China Sea took the overall lead of the best Tobacco industry interference country while in Africa Uganda came first in 14 countries followed by Kenya at 9th position."
223,congressman begin push outgone donald trump administration last october muscular response describe human right abuse uganda country slide toward authoritarianism lead campaigner brandish list errant ugandan officer sanction,"When Congressmen began pushing the outgone Donald Trump administration last October for a more muscular response to what they described as human rights abuses in Uganda and the country s slide toward authoritarianism, the lead campaigners brandished a list of errant Ugandan officers that should be sanctioned."
224,wakiso uganda independent wakiso leader bitter senior leader ministry health could make time attend launch national sanitation week district practically base era covid sanitation key defence pandemic,"Wakiso , Uganda | THE INDEPENDENT | Wakiso leaders are bitter, that no senior leader at the ministry of health could make time to attend the launch of the National Sanitation Week in the very district where practically they are based, during this era of Covid-19 where sanitation is the key defence against the pandemic."
225,patricia nangiro human right governance expert note incident insecurity karamoja escalate government less resettle warrior disarmament process,"Patricia Nangiro, a human rights governance expert notes that the incidents of insecurity in Karamoja were escalated because government did less to resettle the warriors after the disarmament process."
226,ethiopia uganda grow coffee bean dominate africa coffee export value nearly billion last year,"Ethiopia and Uganda-grown coffee beans, which dominate Africa s coffee exports, valued at nearly $2 billion last year."
227,interest uganda coffee world market agitate weather change especially frost affect major coffee producer brazil vietnam control approximately half global coffee supply,Interest in Uganda s coffee on the world market has been agitated by the weather changes most especially the frost that is affecting major coffee producers such as Brazil and Vietnam who control approximately half the global coffee supplies.
228,remember around december medium widely report tycoon hamis kiggundu fear life however ugandan stand strong uganda currently strong government power trust issue fully investigate culprit bring justice legal battle limit financial benefit many ugandan presume rather one preservation rule law uphold democratic principle safeguard human right protection constitution country,"It should be remembered that around December 2020, media widely reported tycoon Hamis Kiggundu fearing for his life; however, as Ugandans, we have to stand strong for Uganda as we currently have a strong government in power and trust that will have these issues fully investigated and the culprits will be brought to justice for this is not a legal battle limited to financial benefits as many Ugandans presume but, rather, one for preservation of the rule of law, upholding democratic principles, safeguarding human rights and protection of our Constitution as a country."
229,sarah chepal gold miner karita sub county amudat however say gold buyer cheat miner fake gold weigh scale,"Sarah Chepal a gold miner from Karita sub-county in Amudat however, said some of the gold buyers cheat the miners with fake gold weighing scales."
230,henry okello oryem minister state foreign affair say visitor uganda pavilion get depth uganda environmental touristic cultural economic social landscape familiarize destination choice leisure business,"Henry Okello Oryem, the Minister of State for Foreign Affairs says visitors at Uganda s pavilion will get in-depth into Uganda s environmental, touristic, cultural, economic and social landscapes and be familiarized with it as a destination of choice for both leisure and business."
231,see genocide commit predominantly muslim uyghur ethnic religious minority group xinjiang attack imprisonment opposition politician anti corruption activist independent journalist place like russia uganda venezuela,"We see it in the genocide being committed against the predominantly Muslim Uyghurs and other ethnic and religious minority groups in Xinjiang; the attacks on and the imprisonment of opposition politicians, anti-corruption activists, and independent journalists in places like Russia, Uganda, Venezuela."
232,uganda continue borrow source include domestic bank commercial term,Uganda will continue to have to borrow from other sources including from domestic banks on more commercial terms.
233,project stimulate economic growth uganda create direct indirect job bring significant number meaningful training opportunity local labour force," The project will stimulate economic growth in Uganda and create up to 20,000 direct and indirect jobs, bringing a significant number of meaningful training opportunities for the local labour force."
234,year international organisation accelerate action elimination child supply chain africa accel africa work ilo international training center train journalist communication expert six african country include uganda ivory coast mali nigeria medium industry help raise awareness tackle scourge child labor,"This year, International Organisation under the Accelerating Action for the Elimination of Child in Supply Chains in Africa (ACCEL AFRICA) working with ILO s International Training Center has been training journalists and communication experts in six African countries, including, Uganda, Ivory Coast, Mali and Nigeria about how the media industry can help raise awareness about how to tackle the scourge of the child labor."
235,everything magogo say say panel different language include every crane fan say performance ismail dhakaba anther journalist chip," Everything he (Magogo) is saying is what we can say on this panel in a different language including what every Cranes fan can say about the performances, Ismail Dhakaba, anther journalist chipped in."
236,peter eripet represent turkana county say kenyan government start step peaceful disarmament kenya,Peter Eripet representing the Turkana County says that the Kenyan government has started steps for peaceful disarmament in Kenya.
237,district report low covid number like kalaki vaccine give pregnant woman risk infect disease,"In districts that report low COVID-19 numbers like Kalaki, the vaccine will not be given to pregnant women who are not at risk of being infected with the disease."
238,meanwhile chairperson village peace committee karamoja region demand government conduct disarmament exercise,"Meanwhile, the Chairpersons of the village peace committees in Karamoja region have demanded the government to do conduct a disarmament exercise."
239,leave western academic journalist seek purvey prejudice we leader government,"We leave it to Western academics and journalists seeking to purvey their prejudices about us, our leaders and our governments."
240,back uganda joseph masembe founder little hand go green civil society organisation say woman bear big brunt climate change adverse effect heart usage natural resource,"Back here in Uganda, Joseph Masembe, the founder of Little Hands Go Green, a civil society organisation, says women bear the biggest brunt of climate change and its adverse effects because they are at the heart of usage of natural resources."
241,whole project fund government uganda loan china exim bank tune million shs billion five year period government uganda provide counterpart funding cater local cost estimate shs billion,The whole project is being funded by the government of Uganda and a loan from china through Exim Bank at a tune of $84.73 million (Shs 365 billion) over a five year period with the government of Uganda providing counterpart funding of catering for the local costs at an estimate of Shs 114 billion.
242,accord press statement release presidential press press unit ppu president xi say museveni election mean uganda continue make even great achievement materialize vision national development,"According to a press statement released by the presidential press press unit (PPU), President Xi said that Museveni s re-election means that Uganda will continue to make even greater achievements in materializing her vision on national development."
243,one hundred could thousand karimojong child swarm kampala capital city busy suburb aggressively beg traffic light rush hour hold up,"She is one of the hundreds could be thousands of Karimojong children that have swarmed Kampala capital city and its busy suburbs, aggressively begging at traffic lights and during rush hour hold-ups."
244,government intend start rehabilitation equipping milk collection center around country well construction new one mbale gulu top help dairy farmer acquire milk cool plan,"The government also intends to start rehabilitation and equipping of Milk Collection Centers around the country, as well as the construction of new ones in Mbale and Gulu, on top of helping dairy farmers acquire milk cooling plans."
245,collaboration ministry energy mineral development house construct buliisa pap oil refinery resettlement project,"In collaboration with ministry of Energy and Mineral Development, 46 houses have been constructed in Buliisa for PAPs under the oil refinery resettlement project."
246,law facilitate implementation uganda obligation host government agreement sign uganda tanzania east african crude oil pipeline company ltd,"The law will facilitate the implementation of Uganda s obligations under the Host Government Agreement signed between Uganda, Tanzania and the East African Crude Oil Pipeline Company Ltd."
247,pass plenary chair deputy speaker anita among thursday afternoon bill enable implementation local content ensure ugandan citizen enterprise give priority come labor resource,"Passed during the plenary chaired by the deputy speaker Anita Among on Thursday afternoon, the bill will enable the implementation of the local content and ensure that Ugandan citizens and enterprises are given priority when it comes to labor and other resources."
248,michael longole karamoja regional police spokesperson tell kfm woman participation current disarmament helpful,Michael Longole the Karamoja regional police spokesperson tells KFM that women s participation in the current disarmament is very helpful.
249,musa mugerwa dealer waste kiteezi landfill say much waste sort search spare part device burn search copper wire,"Musa Mugerwa, dealer in e-waste at Kiteezi landfill, says that much of the waste is sorted in search of spare parts while some devices are burnt in search of copper wires."
250,government uganda action represent continue downward trajectory country democracy respect human right recognize protect uganda constitution,The Government of Uganda s actions represent a continued downward trajectory for the country s democracy and respect for human rights as recognized and protected by Uganda s constitution.
251,come kibirige bmk company build hotel moroto make value property moroto start rise,The come of Kibirige with his BMK company to build a hotel in Moroto made the value of property in Moroto to start rising.
252,addition maintain dialogue representation un high commissioner uganda,"In addition, we maintain a dialogue with the representation of the UN High-Commissioner in Uganda."
253,meeting minister give order arrest district secretary land board hadijjah ssebyala colleague identify eng ssemakula indeed arrest take njeru police division,"During the meeting, the minister gave an order for the arrest of the district secretary to the land board, Hadijjah Ssebyala and her colleague only identified as Eng Ssemakula, who were indeed arrested and taken to Njeru police division."
254,propose situation address government open water channel akworo lala dam alungar another apuuton aolio water stop flood people home garden,He proposed that the situation can only be addressed if the government can open water channels from Akworo to Lala dam through Alungar and then another from Apuuton to Aolio so that water stops flooding people s homes and gardens.
255,plan price keep change george buracweke kiruhura district tell independent," You cannot plan when prices keep changing, George Buracweke from Kiruhura district told The Independent."
256,minority right group international gather representative minority group kampala oct many speak marginalisation discrimination endure everyday,"When the Minority Rights Group International gathered representatives of these minority groups in Kampala on Oct.25, many spoke about the marginalisation and discrimination that they endure everyday."
257,coffee export earn uganda million pound per year accord asareca org,Coffee exports earn Uganda 634 million pounds per year according to asareca.org.
258,note hearing matter kasango eld son say comfortable bury father fort portal,"She also noted that during the hearing of the matter, Kasango s eldest son said that they were comfortable burying their father in Fort Portal."
259,tumwebaze say unnecessary trade war region without evidence barrier quality product note whoever doubt uganda milk come test,Tumwebaze said that the unnecessary trade wars in the region without evidence are a barrier to quality products noting that whoever is doubting Uganda s milk should come and test it.
260,harvestplus compile report find five year staple crop bio fortification pilot project fund united states agency international development usaid improve nutrition boost earning half million farmer household uganda,A HarvestPlus compiled report has found that a five-year staple crops bio-fortification pilot project funded by the United States Agency for International Development (USAID) has improved nutrition and boosted the earnings of more than half-a-million farmer households in Uganda.
261,reach lugogo bypass two wheeler front we terrible speed,"When we reached Lugogo bypass, there were two 10-wheelers in front of us at terrible speed."
262,uganda crude oil kingfisher tilenga project transport kilometer mile heated pipeline export port tanga tanzania,"Uganda s crude oil from the Kingfisher and Tilenga projects will be transported through a 1,443-kilometer 897-mile heated pipeline for export through the port of Tanga in Tanzania."
263,interview story irumba widow family bread winner say hand mouth worker keep home covid induce lockdown,"Interviewed for this story, Irumba, a widow and family bread-winner, said she is a hand-to-mouth worker who cannot keep home during this Covid-19-induced lockdown."
264,uganda instance several story arrest illegal wildlife trader highlight medium,"In Uganda for instance, several stories of arrests of illegal wildlife traders have been highlighted in the media."
265,government several occasion try rehabilitate resettle karimojong child kampala home district occasion child find way back street kampala accord district leader,"The government has on several occasions tried to rehabilitate and resettle Karimojong children from Kampala to their home districts but on all occasions, the children have found their way back to the streets of Kampala according to the district leaders."
266,although record show makerere university graduate handbook require appeal conclude within day submission decision communicate within day deliberation evidence court show appeal dismiss seven month outside stipulated time,"Although the records show that the Makerere University graduate handbook requires that the appeal be concluded within 15 days from submission and a decision communicated within 14 days of its deliberations, the evidence before the court shows that the appeal was dismissed after seven months, which was outside the stipulated time."
267,accord fishery aquaculture division food agriculture organisation uganda produce tonne fish aquaculture include production small scale commercial fish farmer stock water reservoir well minor lake,"According to Fisheries and Aquaculture division at Food and Agriculture Organisation, Uganda produces 15,000 tonnes of fish aquaculture including production from small-scale, commercial fish farmers and stocked water reservoirs as well as minor lakes."
268,interest leader opposition see uganda democratize,My only interest as the leader of opposition is to see that Uganda is democratized.
269,least candidate show primary leaving examination ple moroto district last month,At least 13 candidates didn t show up for their Primary Leaving Examination- PLE in Moroto district last month.
270,organize department marketing management makerere university mandate college business management science student showcase innovative prototype,"Organized by the department of Marketing and Management at Makerere University under the mandate of the College of Business and Management Sciences, the students showcased innovative prototypes."
271,michael longole karamoja police spokesperson confirm byayo suspension,"Michael Longole, the Karamoja police spokesperson has confirmed Byayo s suspension."
272,position huge field contender include jacob oboth west budama thedore ssekikuubo lwemiyaga county thomas tayebwa ruhinda north mawokota south mp elect yusuf nsibambi,"The position has a huge field of contenders including Jacob Oboth (West Budama), Thedore Ssekikuubo, (Lwemiyaga County), Thomas Tayebwa (Ruhinda North) and Mawokota South MP-elect Yusuf Nsibambi."
273,government target achieve least we cent per kwh especially industrial consumer price government argue power company agree necessary competitiveness uganda good service,"Government is targeting to achieve at least US cents 5 per KWh, especially for industrial consumers - a price, government argues, and power companies agree is necessary for the competitiveness of Uganda s goods and services."
274,fao representative uganda antonio querido say uganda one country africa battle second threat desert locust invasion,"The FAO representative in Uganda, Antonio Querido says Uganda is one of the 14 countries in Africa battling second threat of desert locust invasion."
275,muhindo say lumumba misinterpretation contract couple government secrecy around oil agreement call transparency government,Muhindo said that Lumumba s misinterpretation of the contracts coupled with the government secrecy around oil agreements calls for more transparency by the government.
276,lawyer centre legal aid lead isaac ssemakadde widow contend deceased ordinary wood cut machine mechanic jilin province china march th traffic country trafficker disguise tourist visit uganda one month,"Through her lawyers of Centre for Legal Aid led by Isaac Ssemakadde, the widow contends that the deceased was an ordinary wood-cutting machine mechanic in Jilin Province, China until March 19th 2020, when he was trafficked into the country by traffickers disguising him as a tourist visiting Uganda for one month."
277,say poor compensation rate failure explain item cost concern six french uganda civil society organization csos namely friend earth france survie afiego cre nape navoda take french supreme court total,"He says that the poor compensation rates and failure to explain what each item costs are some of the concerns, which the six French and Uganda Civil Society Organizations (CSOs) namely Friends of the Earth France, Survie, AFIEGO, CRED, NAPE and NAVODA took to the French Supreme court against Total."
278,plan railway run mombasa port kigali via kampala connect line juba,The plan was to have the railway run from Mombasa port to Kigali via Kampala with a connecting line to Juba.
279,simon lokut resident nakapelimoru sub county kotido district say people find possession firearm punish,"Simon Lokut, a resident of Nakapelimoru sub county in Kotido district said that people found in possession of firearms should be punished."
280,appeal christian emulate uganda martyr year celebrate display courage boldness unshaken determination stand faith even face persecution death,"He appealed to Christians to emulate the Uganda martyrs who have over the years been celebrated for their display of courage, boldness and unshaken determination to stand up for their faith even in the face of persecution and death."
281,two year relocate nairobi kenya settle since,"After two years, he relocated to Nairobi Kenya where he has settled since 2010."
282,uganda annual recipient aid specifically go sfc,Uganda is an annual recipient of this aid but this specifically went to the SFC.
283,umeme close business today either due cancellation year concession loss business circumstance government uganda would look money pay umeme,"If Umeme was to close business today either due to cancellation of its 20-year concession or loss of business or any other circumstance, the government of Uganda would have to look for the money and pay Umeme."
284,magogo gripe crane player footballer ungrateful fufa insist availability money current football environment something positive,Magogo s gripe with Cranes players was that the footballers are ungrateful to FUFA; insisting the availability of money in the current football environment should be something to be positive about.
285,mr john nangiro district lcv chairperson nakapiripirit hail seal organisation support former cattle rustler,Mr. John Nangiro the district LCV chairperson of Nakapiripirit hailed SEAL organisation for supporting the former cattle rustlers.
286,big damper colourful signing ceremony state house entebbe timing,But the biggest damper on the colourful signing ceremony at State House Entebbe was its timing.
287,decide visit uganda business prospect,I decided to visit Uganda for business prospects.
288,uganda debt level remain low risk debt distress director caution debt metric weaken investment project may generate envisage return interest payment rise say imf statement," While Uganda s debt level remains at low risk of debt distress, directors caution that debt metrics had weakened, some investment projects may not generate the envisaged return, and interest payments are rising, said an IMF statement."
289,murder swell national conundrum gen museveni decide name call murderer pig lamentation whenever person murder quick praise pig kampala street live coverage butcher innocent ugandans impunity,These murders have swelled into such a national conundrum that Gen Museveni has decided to name call the murderers 'pigs' in his lamentations whenever a person is murdered but he was quick to praise the 'pigs' who were on Kampala streets on live coverage butchering innocent Ugandans with impunity.
290,start coach service farmer across uganda two year ago, We also started coaching services for farmers across Uganda two years ago.
291,mathuki part say urge business community push public private partnership say boost trade kenya tanzania,"Mathuki on his part says urges the business community to push for public-private partnerships, saying that this is what has boosted trade between Kenya and Tanzania."
292,national organic agricultural movement uganda nogamu say global market organic product estimate billion dollar annually uganda current export earn million dollar year,"The National Organic Agricultural Movement of Uganda-NOGAMU says the global market for organic products is estimated at 100 Billion dollars annually, with Uganda s current exports earning just 60 million dollars each year."
293,uganda ambassador washington mull sebujja katende tell foreign lobby report lobbying aim part challenge narrative right group supporter rival candidate bobi wine government violently suppress opposition ensure museveni sixth term office,"Uganda s ambassador to Washington, Mull Sebujja Katende, told Foreign Lobby Report that the lobbying aims in part to challenge the narrative from rights groups and supporters of rival candidate Bobi Wine that the government violently suppressed the opposition to ensure Museveni a sixth term in office."
294,muliisa say government prepare production generate significant revenue already demonstrate able fight attain uganda entitle,"Muliisa said while the government has prepared for production that will generate significant revenues, it has already demonstrated it is able to fight for and attain what Uganda is entitled to."
295,say area constant invasion bandit south sudan neighbouring karamoja add punitive measure long jail term would act deterrent other,"He says the area has been under constant invasion by bandits from South Sudan and neighbouring Karamoja, adding that punitive measures such as long jail terms would act as a deterrent to others."
296,road approve construction first phase include janani luwum lakidi philip adonga kitgum road tom apila central division oneka road aya hellen dean pandwong division,"The roads approved for construction in the first phase include Janani Luwum, Lakidi, Philip Adonga, Kitgum Road, Tom Apila all in Central Division, Oneka Road, and Aya Hellen Dean in Pandwong Division."
297,plan construct central processing facility buhuka lake albert kabale refinery locate,There are plans to construct a Central Processing facility from Buhuka on Lake Albert to Kabale where the Refinery will be located.
298,population uganda million,The population of Uganda is 44 million.
299,outset wish note relation uganda european union eu historical strong,"At the outset, I wish to note that relations between Uganda and the European Union (EU) are both historical and strong."
300,drop realize despite study world bank rank uganda seychelle country africa charge close cost reflective tariff,The drop is realized despite a study by the World Bank that ranked Uganda and Seychelles as the only countries in Africa charging close to cost reflective tariffs.
301,hippos football management team federation uganda football association need appreciate ugandan government uganda,"The Hippos, the football management team and the Federation of Uganda Football Associations need to be appreciated by Ugandans and the government of Uganda."
302,around child karamoja severely malnourish increase ,Around 2.4 % of children in Karamoja are severely malnourished an increase from 1.9% in 2021.
