	belief	title	author	year
647	Rather than rejecting this overture to insist on the reform of the electoral process, the PDS candidate, Abdoulaye Wade, accepted the invitation to participate in the Diouf regime in 1991 and 1995 (Villalon, 1997).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
648	Not only was the electoral code adjudged as an excellent set of electoral rules which would enhance the prospect of the electoral process, it was also seen as perfect document that addressed the electoral fraud and manipulations which characterized the past electoral experience before the year 2000 in Senegal (NDI, 1993).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
649	As argued by the youth coordinator of PAI, 'the new electoral code beckoned a new dawn for democratic process, but significantly enhanced majority rule and democratic sustainability in Senegal'187.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
650	President Diouf and other leading personalities of the party such as Djibo Ka and Mustapha Niasse, were becoming irritated by the leadership style of the ruling coalitions.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
651	Diouf was seen as being highhanded and was not ready to carry along other partners of the coalition side-lining them in party affairs and general administration of the state.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
652	While the two political stalwarts left the PS with their followers, many of the University Professors who became disenchanted with Diouf's regime also encouraged the resentment against the regime (Derboe, 2010).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
653	A prominent one among them was Iba Der Thiam of the Patriotique Democratique Convention (CDP) who was at the forefront of mobilizing students to support the change-agenda against President Diouf.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
654	As a consequence, a new dynamics in political relations emerged and people began to appreciate the power of their franchise (USAID, 2013).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
655	Furthermore, unlike Khalif Abdou Lahatt who was politically inclined, Khalif-General Salilou Mbacke's apolitical stance and decision to focus more on spiritualism further raised serious concern for the PS.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
656	While the Ndigel or voting instruction was jettisoned by many followers of the brotherhood, especially Cheikh Tidiane Sy and Mamadou Kara Mbacke (Audrain, 2004:100), some disciples religiously followed the Ndigel, by supporting President Diouf in the election (Villalon, 2004).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
657	The period before the 2007 elections was filled with high level of optimism, as President Abdoulaye Wade was expected to introduce sweeping democratic reforms and political turn around, given that the democratic experience in Senegal before the 2000 election petrifies authoritarian rule and decline in democratic freedom.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
658	The emergence of Wade through the Sopi-coalition, therefore, was expected to address the backdrop of 40 years of PS authoritarianism and economic hardship.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
659	In the midst of opposition demanded for improvement and transparency in the electoral process195, President Wade reluctantly, gave in to some reforms which include the replacement of ONEL with CENA to oversee the overall task of elections given the reasonable level of suspicion on ONEL as agency of the government.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
660	The commission comprised membership of each of the legally recognized political parties and was expected to submit a draft proposal to the President of the Republic in two months, following its establishment.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
661	As an ardent follower of Sufi ideology, Wade resuscitated the collapsing patrimonial alliance between the state and the Mourides brotherhood.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
662	As a result, Wade regained the confidence of the Khalif and many of the Mourides who had hitherto supported PS gave him total support.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
663	It was therefore no surprise that in the period leading up to the 2007 elections, the Khalif gave an order to his ardent followers to support President Wade in the 2007 elections This follows several campaign were he canvass electoral support for Wade by opining that 'If re-elected (Wade), would complete the modernization of the city's infrastructure' (Osei, 2013:95).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
664	In the same vein, the youth leader of PS also claimed that many prospective voters from his party were disenfranchised, including him, because of the difficulty of many Senegalese in understanding the new biometric procedures rubbed off on the outcome of the registration exercise.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
665	Although both respondents shared the view of the PDS youth leader that the inadequacy in the registration process was not enough to undermine the outcome of the elections201, the circumstances where voters' registration are neither updated nor characterized by irregularities is a clear case of an uneven playing field and a stratagem for which political liberty and participation are denied.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
666	To pinpoint this lopsided distribution of seats, 'PDS deputies in parliament claimed that from the majority list they were supposed to have more than 12 seats because they had about 300000 votes, while the ruling APR has a little over one million votes, surprisingly, APR allotted to itself 119 seats.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
667	According to the dominant opinion among political elites and members of political parties in Senegal, 'Even if there are claims that the 2007 elections was not free and fair, there was no prove to say so and if was any it does not undermine the legitimacy of the election'209.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
668	According to the PS youth leader their mindset was derived from the fact that since Wade was suffering from credibility crisis, the opposition party thought he would lose the elections, but Wade went ahead and won with over 60 percent of the votes in first round of votes.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
669	The systemic infiltration of the whole chain of the electoral process by the government and its territorial branches was quickly perceived as a negative factor limiting the unfolding of the democratic process in the new African democracies under formation.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
670	According to them 'Wade declined to honour the dialogue initiated by the opposition parties to resolve the areas of problem in the electoral process led to the boycott of the legislative election under the platform Siggil Senegal' (Stand up for Senegal).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
671	As argued by a deputy of the PDS, 'we can surely accept some irregularities in the voters register emanating from registration errors which prevent people from voting but also delegitimises the outcome of the 2007 elections, it is better for the opposition to accept the result in the interest of democracy215.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
672	The 2012 election was significant for democracy in Senegal, because it marked the third term of peaceful election, and was seen as a litmus test for democratic consolidation.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
673	On this day, the parliament was expected to approve the constitutional proposal of Wade, but the movement mobilized Senegalese people across the Dakar, converging at the freedom square at the front of the parliament building where they protested such controversial constitutional revision.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
674	President Wade, the alliance for victory won 35 percent of the votes, the coalition of Macky Sall, Benno AK Macky secured 26 percent, Moustapha Niasse; 'Benno Siggil' scooped 14 percent, Tanor Dieng 'Benno AK Tanor' Coalition secured 11 percent, while Idrissa Seck's REWNI won 8 percent of the entire votes (Ousmane, 2012:2).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
675	Despite the political opposition's conviction that President Abdoulaye Wade would not acknowledge defeat and may likely plunge the country into another round of political instability, as seen in the period leading to the 2012 elections, the president graciously congratulated the newly elected president224.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
676	Furthermore, the spokesperson for president added that 'it is the whole country that has just won...This is a big moment for democracy and President Abdoulaye Wade has respected the voice of the people' (AFP, 2012:1).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
677	Much like Nigeria whose regularity of elections despite their imperfections, have been seen as a step towards entrenching electoral democracy in Nigeria (Odion, 2007).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
678	Consequently, Senegal, according to Freedom House and Polity, is regarded as a 'free and democratic country'.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
679	According to the 2013 Freedom House report, Senegal earned the score of 2.5 out of 7 in 2012, and was regarded as 'free' and consolidated democracy on the basis of improving freedom and credible elections (FH, 2013).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
680	In the words of Linz and Stepan (1996:2) 'the overwhelming majority of the people come to believe that any further political change must emerge from within the parameters of democratic procedures'.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
681	Although the 1999 elections were seen as a military authored transition, the 2003 and 2007 general elections were seen as optimism for annexing democratic gains which is the consequence of the disengagement of military from politics and sustaining democracy in Nigeria.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
682	In the words of Agbaje and Adejumobi (2006: 27) the people are, 'powerless in an environment of political and electoral misdemeanour'.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
683	Initially, CENA was seen as autonomous electoral management body, but the continuation of elections as a state project compromised the autonomy of the commission.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
684	Under Maurice Iwu, a professor of Pharmacy whom Obasanjo had nominated for the Chairman's post in 2005, INEC not only helped the presidents and hampered his foes, but also turned a hostile eye on foreign elections observers and domestic monitors alike.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
685	Although, the role of CENA in ensuring credible electoral process have been acknowledged in Senegal, the commission's failure to prevent the postponement of the presidential and legislative elections against the provision of the electoral code in 2007 has been seen by the opposition parties as justifying their lack of trust	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
686	In several other instances many of them are expecting to benefit from the selection item team who are likely to protect their interest during the electoral process.256 This scenario is the same with Senegal where the parliament are powerless in the appointment of electoral management body since such appointment is not functional on their approval as the Nigerian case suggests.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
687	Notwithstanding its mode of appointment, CENA in Senegal has maintained some measurable degree of professionalism and has refused to be manipulated, because of the perception that they are accountable to the public, rather than the president or national	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
688	For example, the Afrobarometer which studied the perception of Nigeria in relation to trust on INEC, concluded that 58 percent of the electorate believe the commission has been very poor in the management of elections in Nigeria (Afrobarometer, 2009).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
689	The simple reason for this perception is that INEC has been largely partial and incapable of conducting credible elections as witnessed in the 2003 and 2007 elections, in which election was perverted in the interest of the ruling party in Nigeria.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
690	According to report of the Afrobarometer in 2012, '65 percent have trust in the electoral management commission of Senegal' (Afrobarometer, 2012).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
691	As the director of CENCOD, a leading civil society organization in Nigeria argues, 'most political parties in Nigeria are largely informed by political expediencies, they are fragmented and ideologically porous, they are little to the left and little to the right, without a clear-cut ideological leaning and progressive undertakings, they are not a good vehicle for democratic development'281.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
692	This is not a coincidence, because the earlier parties formed during the first republic in Nigeria were more interested in maintaining their regional strongholds rather than having national control (Onuoha, 2003).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
693	In Nigeria, political Godfathers, according to Agbaje & Adejumobi (2006: 40), are 'political barons who deploy vast array of resources, financial and political contract and networks and even traditional social capital, to support their preferred candidates, who are expected to do their bidding in return'.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
694	Similarly, Rashidi Ladoja, the former Governor of Oyo state, enjoyed the support of the strongman of Ibadan politics, Lamidi Adedibu, as his acclaimed Godfather before winning the 2003 governorship elections.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
695	Due to this personality cult woven around political parties with its prevailing neo-patrimonial tendency, it is always difficult to extend alliance to other parties, as electoral competition is seen as orbit of battle ground, where the winner take all.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
696	The tendency of parties to defect as a strategy of patronage negotiation has reduced opposition coalitions to fragility and unpredictability in Senegal.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
697	This has made it difficult for the opposition parties to mobilise around a coalition, since parties are not willing to subsume their ethnic identity and regional colouration around a national political party which could be attained through coalition building.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
698	While the NNA was keen on national unity, the conviction of UPGA was to restructure the federation with a view to breaking the Northern hegemony which always undermine regional development (Osaghae, 1998).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
699	The belief was that the election was manipulated by the ruling NPC to favour the coalition which it belong to (Ikelegbe, 1995).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
700	As argued by a prominent member of civil society organization in Senegal, the management of elections and observation are seen as part of the administration of the state.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
701	The voters wanted their votes to determine the winner of elections, the political class wanted to corrupt the process and rig their way into elective office.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
702	We said we were observers, and they retorted that they did not believe in or recognize observers.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
703	They said we were sent by Asiwaju Bola Tinubu (an AC leader), that we were all from Lagos, We showed them our INEC registration, our personal identity cards, where we worked and all that, but they wouldn't have any of that.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
704	For example, the decision of President Wade's to accuse his former Prime Minister; Idrissa Seck of corruption because of his interest in the presidential race has been seen as persecution of opposition figure (Kelly, 2012) The political succession battle between Idrissa Seck and Abdoulaye Wade, who is interested in installing his son Karim Wade as president to ensure that he personalise power has continue to generate tension within the PDS camp.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
705	Although, a general belief was that Seck would succeed Wade as his number two after the expiration of his tenure.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
706	By demanding accountability from Karim, Macky Sall was deemed to have disrespected the President by not informing him before taking step to hold his son to accountability.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
707	Both Seck and Macky are seen as potential competitors and the allegation of accountability is seen as an attempt to rub-offthe credibility of Karim309.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
708	According to Ogunsanwo (2003:16) 'mere subterfuge of manipulating the party lists submitted to INEC in Abuja and replacing the names on the original list, victory was declared for some individuals.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
709	Following the collapse of the agenda, Obasanjo became vindictive as he persecuted many state Governors who failed to support his ambition (ICG, 2007).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
710	Another example of the violation of civil and political liberty was the outbreak of political violence and assassination meant to intimidate major members of the opposition whose presence was seen as a threat to the domination of the ruling party.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
711	This explains why both countries have been said to be un-consolidating democracy, as the repudiation of democratic freedom by incumbent regime has undermined the widening of the democratic space.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
712	Indeed, the development of an independent media has been seen as major incentive for freedom and democracy (Gellar, 2005; Omotola, 2009; Akinwale, 2010).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
713	The former president was not interested in strengthening democracy; rather his preference was to	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
714	The only reason adduced by the minister was that the Sud Correspondence granted an interview with a perceived rebel leader who is against the government of President Wade (Mbow, 2008; Sarr, 2012).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
715	In that editorial, the legitimacy of President Wade was called to questions, due largely to the fact that he was becoming unpopular among the Senegalese people who voted him into office in 2000.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
716	In another crackdown, SSS in 2007 invaded the same media office for airing a documentary titled 'Nigeria's political development' which was seen as an indictment of the government for the flawed and manipulated 2007 elections.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
717	As summed by the editorial of Punch newspaper in Nigeria, It is sad that while international standards, which allow journalists to perform their duties without any hindrance, are respected even at war fronts, Nigerian journalists and media houses face intimidation and harassment on a daily basis at home (The Punch, 2008:14).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
718	The excessive use of state power by the president or Isoumuna (2011) 'imperial presidency' has promoted the tendency of incumbent president to manipulate state institutions, especially the police and the SSS in bringing the state under their tight control314.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
719	This attitude no doubt deny the opposition the opportunity to win elections on a competitive level, they also emasculate the prospect of consolidating democracy.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
720	Instead of aligning with the PS due to their majority, President Wade chose to 'get rid of the old tenant' (Khadre-Lo, 2005: 225) in the parliament by organising a referendum that led to the dissolution of the National Assembly.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
721	This decision was applauded by the Senegaleses, and was seen as attempt to strengthen term limits which have not been streamlined since the emergence of constitutional democracy in the country.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
722	While such clauses indicates personalization of power, popular opinion has it that Wade was trying to create a dynasty in which his son Karim has been positioned to take over.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
723	Karim Wade was by 2012 the commander of four of the government's most important ministerial portfolios, earning him the local nickname of Minister of the Heaven and Earth.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
724	The tendency of incumbent elites to controversially revise the constitution in an attempt to perpetuate power has been the growing concern in the consolidation of democracy in West.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
725	A faction loyal to Lamidi Adedibu -who happened to be one of the foot soldiers of President Obasanjo and PDP-with the support of President Obasanjo, ensured that the governor was removed from office324.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
726	President Obasanjo's attitude did not only indicate intolerance to political opposition, but showed also a strong confirmation of his affront against the rule of law and constitutionalism by consistently refusing to obey court order.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
727	Agbakoba (2008: 2) summed up the attitude of President Obasanjo as 'an imperial president326 that has little regard for the rule of law and constitutional rule'.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
728	Given the excessive power vested in the institution of the presidency in many presidential systems of government in Africa, they did not only 'breach the intent and spirit of the law' (Khadre-Lo, 2005: 225), they also viewed themselves as 'divine-right president who conceives the state as monarchy without limits' (Mbow, 2008:158).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
729	Similarly, African Presidents have developed a scorn for term limit, especially as the notion of father of the nation had become the dominant slogan in many countries in Africa.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
730	Yet, strong evidences have suggested that since the emergence of democratization, many African leaders are willing to vacate surrender power against the initial experience of the early period of independence where a one party ideology has been the reason why many presidents have chosen to stay in power (Fombad &Inegbedion, 2010).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
731	In the same direction, former military ruler, Mathew Kerekou of Benin, not only completed the transition programme, but also peacefully respected the two terms limit after the expiration of his tenure in office.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
732	Furthermore, Miguel Travoada of Sao Tome and Principe and Alpha Oumar Konte of Mali also followed the path of honour, by handing over power to democratically elected regimes to also show their commitment to democratic rule (Fombad and Inegbedion, 2010).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
733	A classic example of this attitude is the statement credited to Senegalese president, Abdoulaye Wade when he averred that 'I take back what I said, I will extend my power' (Maa waxoon waxeet in Wolof)329.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
734	Stakeholders were sceptical about President Obasanjo's decision to hold the conference, given that he had initially condemned the idea on the basis that there cannot be two sovereigns especially that the National Assembly is already constituted331 Significantly, rather than discuss national problems for which the conference was meant, the foremost issue on the agenda of the conference was the review of term limit (Political Reform Conference, 2005).	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
735	Despite the growing resentment and campaign against the third term by the opposition political parties and CSOs, President Obasanjo and his followers tried to influence the National Assembly, offering bribes to some of its members333.	Elections and Democratic Consolidation in West Africa: Comparative Study of Nigeria and Senegal, 1999-2012	Abiodun Surajudeen Fatai, Suzanne Francis, Abiodun Fatai	2017
